Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # Litrals,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity of T_MDL,Similarity - Common,Overlap Size,MF Theory,Comp Theory,MDL Theory,Compression of T+,Compression of T-,DL of T+,DL of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-7, 1, -3, 5, 4, 2, 6], [-5, -8, -6, 7, 2, 4, -1], [-8, 4], [-1, 8, -6, -4, 7, -3, 2], [-3, -7, 5, 4, 1, 6, 2]]",189,67,0.73828125,5,6,"[[1, 2, 4, 5, 6, 8, -7, -3], [2, 7, 8, -6, -5, -4, -3, -1], [-8, 4]]","[[-5, -1, 7], [-7, -1, 6], [5, -3, 6], [-5, -2, 7], [2, 4, 5, 7, -3, -1], [-6, -5], [8], [3], [1, 5], [-4]]",0.99609375,0.23828125,0.23828125,0.99609375,0.99609375,1.0,0.234375,T-,T+,T+,0.9926883647045225,0.8473142110376485,73.94172810791194,1544.0938500282286,327,73,281,65
"[[5, -4], [4, 3, -2], [-5, -4, -1, -6, -2, 8], [5, 8, -2, -6, -4, 3], [-2, -4, 5], [5, -1, 6, 2, -3, 7]]",154,102,0.6015625,6,4.333333333333333,"[[8, -2, -6, -4, -1], [3, 4, -2], [2, 4, 6, 7, -8, -3, -1], [-4, 5]]","[[-7, 2, -3], [-1], [8, -6], [6, -2], [-5], [-8], [4]]",0.9921875,0.38671875,0.38671875,0.9921875,0.9921875,0.98989898989899,0.38671875,T-,T+,T+,0.9918788665215588,0.7209302586094394,82.49967182179452,2834.969052193654,263,137,226,111
"[[2, -1, 7, -8, 6, -5], [2, 4, 8, 1, -5, 3], [1, -5], [7, -2, -3, 6, -4, -5], [-5, -1, 8], [-7, 5, -8, 3, -6, 2]]",151,105,0.58984375,6,4.833333333333333,"[[2, 3, 5, -8, -7, -6, -4], [1, -5], [2, -5, 6, 7], [8, -5]]","[[4, 7, 8, -6, -3, -1], [1, 3, 6, 7, 8, -4, -2], [-8, -5, -1], [8, 1, 2, 6], [1, 2, 7, 8, -6], [-8, -7, 3], [2, -6, -4, -1], [-2, -7, -5, -4, -1], [-8, -6], [3, -1], [4, 6], [2, 4], [5]]",0.98828125,0.31640625,0.31640625,0.98828125,0.98828125,1.0,0.3046875,T-,T+,T+,0.992504568242626,0.7880741131593693,75.91470932107336,2146.4129909914395,255,145,220,119
"[[-5, -2, -7, -4, -3], [-5, -4]]",192,64,0.75,2,3.5,"[[-5, -4]]","[[6], [-7, -1], [4], [1], [5]]",1.0,0.21875,0.21875,1.0,1.0,1.0,0.21875,T-,T+,T+,0.9978796054699149,0.8859197788896042,18.10792210119612,985.0223028468097,324,76,231,50
"[[-4], [-4, 2]]",128,128,0.5,2,1.5,[[-4]],"[[-3], [3]]",1.0,0.5,0.5,1.0,1.0,1.0,0.5,T-,T+,T+,0.9972988762524135,0.9398408716728834,11.037134732729697,260.40280233247296,210,190,37,22
"[[-7, -1, 4, 5, -6], [-8, 5, 7, 1], [-7, 2, 5, 1, -8, -6, -4], [-2, 8, -1, 5, -7], [-2, 1, 3, -4], [6, 1, 2, 3, -7, -4, -5], [-8, 6, 7, 4, 5, 2]]",206,50,0.8046875,7,5.428571428571429,"[[1, 3, -4, -2], [-8, 1, 5, 7], [4, 5, -7, -6, -1], [1, 2, 3, 6, -7, -5, -4], [2, 4, 5, 6, 7, -8, -1], [1, 2, 5, -8, -6, -4], [5, 8, -1, -7, -4, -2]]","[[3], [-3]]",0.9921875,0.1953125,0.1953125,0.9921875,0.9921875,1.0,0.1875,T-,T+,T+,0.9834633470495455,0.8838632763338657,166.49722959108234,1208.332272918009,347,53,307,44
"[[6, -8, 1, 3, -7, 4, 2], [1, -3], [5], [5, -4, 1]]",95,161,0.62890625,4,3.25,"[[1, 2, 3, 4, 6, -8, -7], [1, -3], [5]]","[[3, -8, -7, -4, -2], [3, 4, 6, 8, -2, -7, -1], [2, 4, 8, -7, -6, -3], [4, 6, -8, -7, -5, -3, -2], [2, 4, 8, -6, -1], [3, 1, -5], [2, -4, 7], [8, -5, 6], [-8, 2, -4, 6], [6, -2, -8, -7, -3, -1], [6, 8, -7, -4, -3], [1, 8, -5, -4, -2], [2, 4, 6, 7], [-5, -2, 7], [-5, -1], [-8, 2, 4, 7], [-6, 3, -4]]",1.0,0.3203125,1.0,1.0,1.0,1.0,0.3203125,T+,T+,T+,0.9947054848244877,0.7927696245431712,53.64252008952467,2135.0145759365428,166,234,149,190
"[[8], [-7, -1, -3, -6], [-2, 1, 7, 8], [5, 4, -7, 8, -2]]",120,136,0.53125,4,3.5,"[[-7, -6, -3, -1], [8]]","[[1, 2, 4, 6, -5, -3], [2, 4, 5, 6, 7, -3], [2, 3, 6, -5, -1], [3, 4, 5, 6, 7, -2, -1], [1, 3, 4, 6, -5, -2], [-7, 3, 4, -5], [1, -6, -2], [-7, -6, 3, 5], [-6, -5, -4, -2], [2, 7, -6, -3, -1], [1, 4, 5, 6, -7], [1, 2, 3, 7, -5], [2, -4, 5, 6], [-4, -3, 6], [-8]]",1.0,0.3203125,0.3203125,1.0,1.0,1.0,0.3203125,T-,T+,T+,0.9966327415648764,0.7853596069439521,34.00079145857087,2188.191012371553,204,196,181,170
"[[6, -1], [1, 5, 4, -2, 8, 7], [8, -4], [8], [-7, -5, -4, -3]]",90,166,0.6484375,5,3,"[[-7, -5, -4, -3], [6, -1], [8]]","[[1, 2, 3, 5, 6, -7, -4], [5, -2, -7, -3, -1], [1, 2, 4, -7, -5, -3], [3, 4, 5, -2, -8, -7, -1], [1, 3, 5, -7, -6, -4, -2], [1, 2, 4, 5, 7], [1, 2, 3, 4, 5, -7, -6], [1, 6, -7, -5, -4], [-8, 1], [2, -4, 7], [-8, -5, 4], [-7, 5, -4, -3], [1, 4, 6, 7], [-7, -6, -5, -2], [-8, 3, 4, 7], [-8, -7, 3, -4], [4, 7, -6, -5, -1], [3, 5, 7, -6, -4], [2, -3, 7], [-8, 5, -3], [1, -5, 6, -2], [3, -4, -2, -5], [-8, -6]]",1.0,0.40625,1.0,1.0,1.0,1.0,0.40625,T+,T+,T+,0.9954503754116866,0.751830156532393,46.05755758880351,2512.316485776405,177,223,156,182
"[[4, 1, 3, -6, -5], [-5, -6, -7, 4, 1], [1, 7, 4], [8, -3, -5, -4, 1, 7], [-4, 3, -5, 6, -8, -2, 7], [-5, 3, 1, -4, 7]]",203,53,0.79296875,6,5.166666666666667,"[[1, 4, 7], [3, 6, 7, -8, -5, -4, -2], [1, -6, -5, 4], [1, -5, 7]]","[[-8, -3, -2, 7], [-1], [4, 6], [2], [5], [-4], [8]]",0.984375,0.1953125,0.1953125,0.984375,0.984375,0.9259259259259259,0.2109375,T-,T+,T+,0.9754178691799126,0.896695815670891,248.57586107019728,1044.6176029125613,343,57,292,43
"[[-4, 3], [8], [-2, 6, 7, 8], [1, -8, 4, 2], [-6, 2, -4, 8, 1, -5], [-5, -7, -2, -4, -3], [4, -1, -8, -6, 3, 7, 2]]",74,182,0.7109375,7,4.142857142857143,"[[2, 3, 7], [-8, -7, -5, -4, -2], [3, -4], [1, 2, 4], [8]]","[[2, 5, 6, -8, -7, -4, -1], [2, 3, 6, 7, -1], [6, -2, -7, -5, -1], [1, 3, 4, 5, 6, -8], [-8, 4, -2], [-8, -4, -3], [-8, -6, -5], [4, 6, -1], [-5, 7, 6, -2], [-7, 4, -2], [-8, 2, 5, 7], [2, 4, -8, -7, -5], [1, -4, -3, 7], [2, 7, -6, -5, -3], [-3, 5, 6], [1, -6, 3, -2], [-8, 1, 5, -2], [-8, -3, 6], [2, 5, 7, -4, -3], [-7, -6, -1]]",0.9921875,0.4609375,0.9921875,0.9921875,0.9921875,0.9833333333333333,0.46875,T+,T+,T+,0.9813324468535464,0.7243026337638933,209.614874954038,2801.9544854565265,166,234,147,201
"[[4, 2, 1, -5, -8, -3], [-2, 1, 4, -8], [-8], [5, 1, 3], [-3, 1, -2], [-1, -2]]",64,192,0.75,6,3.1666666666666665,"[[1, 3, 5], [-3, -2], [-2, -1], [-8]]","[[-6, -5, -4, -3, -1], [2, -7, -5, -3, -1], [2, 3, 5, -7, -6, -1], [3, 4, 6, 7, 8, -2], [1, 4, 7, 8, -6, -3], [2, -4, -1, 7], [2, 3, 4, 5, -7, -1], [8, -6, 3, -5], [8, -1, 6], [-7, 2, -3, 6], [2, -6, 7, -5], [5, 7, -4, -3, -1], [-7, 3, 4, -5], [8, 2], [8, -7, 5, -3], [1, -5, 6], [7, 8, -6, -4, -2]]",1.0,0.38671875,1.0,1.0,1.0,1.0,0.38671875,T+,T+,T+,0.9946289933236852,0.7612433378668618,65.91951966568061,2431.3794021349345,127,273,113,237
"[[1, 3, 7, -8, 2, -5], [6, -4, -3]]",220,36,0.859375,2,4.5,"[[-4, -3, 6], [1, 2, 3, 7, -8, -5]]","[[2, -1], [8, -7, 1], [-5], [4], [3], [-2], [-6]]",1.0,0.12890625,0.12890625,1.0,1.0,1.0,0.12890625,T-,T+,T+,0.9953665528724679,0.9249693913266448,46.97807138207078,760.7280698537865,357,43,308,30
"[[-2, 1], [-3, 2, 7, 8], [1, 7, 2, -5, -8, 6], [5, -6, -3, -1]]",158,98,0.6171875,4,4,"[[1, 2, 6, 7, -5, -4, -3], [1, 3, 6, 7, -8, -5], [8, 2, -3, 7], [-3, -6, 5, -1], [1, -2]]","[[-8, -3, 6], [-5, -3, 7], [8, -5], [4], [2], [3], [-1]]",0.99609375,0.35546875,0.35546875,0.99609375,0.99609375,1.0,0.3515625,T-,T+,T+,0.9894197659624877,0.7756378070534624,106.93939947089343,2278.9198139434047,285,115,251,94
"[[1, 4, -6, 3], [2, -3], [8, 4], [4, -8], [8, -6, 7]]",84,172,0.671875,5,2.6,"[[8, -6, 7], [2, -3], [4]]","[[-8, -7, -5, -4], [2, 3, -8, -7, -6, -5, -1], [2, 3, 5, 7, -8, -1], [5, 7, -2, -6, -3, -1], [1, 2, 3, 7], [-4, -2], [-4, -1, 7], [1, -7, -6, -5, -4], [-8, -2, 7], [-7, 3, 6], [1, 2, 5, 8, -7], [-8, 1, 7], [-7, -5, 6, -1], [6, -2], [1, -4, 6], [3, -4]]",1.0,0.41015625,1.0,1.0,1.0,1.0,0.41015625,T+,T+,T+,0.9957599485261819,0.7253282715845576,42.73562949391615,2768.426112394748,161,239,143,207
"[[3, -5, 7, -2, -1], [-8, 3, -5], [-7, 5, -4, -2], [-8, 4]]",156,100,0.609375,4,3.5,"[[-8, 4], [-7, -4, 5, -2], [3, 7, -2, -5, -1], [-8, 3, -5]]","[[3, 6, -2, -8, -1], [4, 5, -7, -6, -1], [1, 6, -8, -7, -5, -3, -2], [5, -1, 7], [3, 6, 7], [-6, 3, 5], [-5, -2, -1, 6], [-8, -4], [2, 6], [-6, 7], [2, -3], [8]]",1.0,0.33984375,0.33984375,1.0,1.0,1.0,0.33984375,T-,T+,T+,0.9926195134222762,0.8098478276193846,74.91470932107335,1930.1159307924402,287,113,242,89
"[[8], [8, -1, 5, -2, 7, -6], [7, 1, -3, 8, -5, 6], [-5, 2, 1, -4, -8], [8, 6], [3, -4], [-8, 4, 6, -2]]",76,180,0.703125,7,3.7142857142857144,"[[1, 2, 6, -8, -5, -4, -3], [-7, 2, -4], [3, -4], [4, 6, -2], [8]]","[[2, 4, 6, -7, -5, -3, -1], [4, -2, -7, -5, -3, -1], [1, 2, 4, 6, 7, -3], [1, 2, 4, 5, -7, -6, -3], [-8, -3, 6], [-6, -4, -3], [-8, 7], [2, 6, -4, -3, -1], [3, 4, 6, -5, -1], [1, 2, 3, 4, -6], [2, 5, -7, -6, -1], [1, 2, -5, 7], [-3, -4, 5, -2], [-8, -6], [-8, 5]]",0.97265625,0.3671875,0.97265625,0.97265625,0.97265625,0.9393939393939394,0.38671875,T+,T+,T+,0.9732064766408897,0.7565536104798339,302.08561068934057,2517.9920091700596,147,253,128,212
"[[-4], [-3, -8, -1, 2, -5, 7, 4], [7, 5, 4, 6, 3, 8], [3], [-4, 5, 8, 7]]",62,194,0.7578125,5,3.8,"[[2, 7, -8, -5, -1], [3], [-4]]","[[2, 5, 6, -8, -7, -1], [2, 7, 8, -6, -5, -3, -1], [1, 4, 8, -6, -5, -2], [1, 2, 4, 5, -8, -7], [1, 2, 4, 7, -8, -5], [4, 6, 7, 8, -2, -5, -1], [-2, -7, -6, -3, -1], [-7, -6, 2, -3], [-8, -7, 4, 6], [5, -1, -8, -6, -2], [8, 1, -3, 5], [-6, 4, -2, 7], [8, 2, 4, 5], [2, 4, 5, 6, -8], [4, -3]]",1.0,0.23046875,1.0,1.0,1.0,1.0,0.23046875,T+,T+,T+,0.9870237417209979,0.8465202028527727,150.14861818047862,1557.5214365764593,98,302,87,258
"[[-6, 3, 5, -4, 7, -2, 1], [5, -3, 8, -4, 7, 2]]",250,6,0.9765625,2,6.5,"[[1, 5, 7, 8, 9, -6, -4], [2, -3, -9], [3, -2, -9]]","[[-2], [2]]",0.515625,0.0234375,0.0234375,0.515625,0.515625,0.046153846153846156,0.5078125,T-,T+,T+,0.9932365827216564,0.9916258874061054,68.78943193325459,127.78061295987357,398,2,334,2
"[[1, 7, 4, 6], [3, 4, 2, 7, -1, -6, 8], [-2, 5, 3, 7], [8, 5, -6, 3, -7], [-4, -3], [-7], [-7]]",64,192,0.75,7,3.4285714285714284,"[[3, 5, -2, 7], [-4, -3], [1, 6], [-7]]","[[2, 3, 6, -8, -5, -1], [7, 8, -2, -4, -1], [2, 5, 8, -6, -4], [-8, -6, -3, 7], [1, 6, 7, -5, -4, -2], [1, 4, 5, 8, -6, -3, -2], [3, -5, 7], [4, -3, 7], [-8, 4, -1], [-5, -1, 6, 7], [-6, 2, -5], [8, -5, -2, -1], [3, -4, 7], [8, 2, 3, 5], [2, 5, 7], [1, 2, 4, -8, -6, -3], [1, 2, 3, 6, -4], [1, 3, 8, -6, -5], [8, 4, 7]]",0.96875,0.43359375,0.96875,0.96875,0.96875,0.9478260869565217,0.44921875,T+,T+,T+,0.952700128543114,0.7287327065787953,527.0593709246407,2728.104018823357,130,270,118,233
"[[-6, -2, 8, 5, 3, 1], [-5, -8, 2, -6]]",236,20,0.921875,2,5,"[[1, 3, 5, 8, -7, -6, -4, -2], [-8, 2, -6, -5]]","[[3], [-3]]",0.98828125,0.078125,0.078125,0.98828125,0.98828125,1.0,0.06640625,T-,T+,T+,0.9947322777067589,0.9681807098573296,53.29999947695815,353.36417016193093,388,12,333,11
"[[-3, -4, -2, -6, 1, -7, -8], [-7, 3, -5, -6, 2, 8, 4]]",252,4,0.984375,2,7,"[[2, 3, 4, 8, -7, -6, -5, -1], [1, -8, -7, -6, -4, -3, -2]]","[[-4], [4]]",0.99609375,0.015625,0.015625,0.99609375,0.99609375,1.0,0.01171875,T-,T+,T+,0.9939697798808257,0.9888358774241209,60.8849619776793,162.7909145136128,397,3,328,3
"[[-3, 6, 4, 7, 8], [5, 4, -1], [6, -7]]",162,94,0.6328125,3,3.3333333333333335,"[[4, 5, -1], [4, 6, 7, 8, -3], [-7, 6]]","[[-5, -1], [2, 3], [8, -6], [6, 7], [-7, -6], [8, 2], [-3, 7], [1], [-4]]",1.0,0.34375,0.34375,1.0,1.0,1.0,0.34375,T-,T+,T+,0.9944210120391175,0.8032939186652649,56.44987501158227,2019.3737222048176,287,113,247,86
"[[-5, 3], [1, 6, -7], [4], [-6, 1], [7, 2, 8, -4, -5, 1], [-5, -8, 7, -4], [1, -5]]",52,204,0.796875,7,2.857142857142857,"[[-5, 7], [1, -6, 3], [1, -3], [3, -5], [1, -7], [4]]","[[1, 3, 5, 7, -8, -4], [-2, -8, -6, -5, -3, -1], [3, 5, -2, -7, -6, -1], [2, 5, 6, 8, -7, -1], [6, 7, -5, -3, -1], [-8, -7, -5, -4, -3, -2], [-4, 5, -1], [-8, -7, -1], [-3, -6, 5, 7], [8, 2, -3, -1], [2, -4, -1], [5, 7, 8, -1, -2], [1, 2, 3, 5, 7], [3, 5, -8, -7, -6], [8, -7, -4, 5], [-4, -3, -1], [-4, 5, 6], [1, 3, 7, -8, -5, -2]]",0.96875,0.33984375,0.96875,0.96875,0.96875,0.9157894736842105,0.37109375,T+,T+,T+,0.9635967447897095,0.7856725795246553,408.6694143192731,2174.881096671926,106,294,89,242
"[[-3, -1, -8, -2, -5, -7, 6], [2, -5, -6, 4, -8, 3, 1], [-3, 4, -2], [-5, 7, -4], [-8, 1, -5], [7, 6, 1, -4]]",163,93,0.63671875,6,4.5,"[[-5, -4, 7], [-8, 1, -5], [6, -8, -5, -4, -3, -2], [1, 5, 6, 7, -4], [4, -3, -2]]","[[5, -4, -3], [3, 5, 7], [-5, 4, 7], [-8, 4], [-4, 6, -1], [8, 3, -2], [-8, 4], [1, 5], [2], [-7]]",1.0,0.3203125,0.3203125,1.0,1.0,1.0,0.3203125,T-,T+,T+,0.9902401548989822,0.8051204673585489,99.29554328111871,1997.3182555766891,275,125,240,93
"[[-5, -6, 2, -8, 3, -7], [-6, -2], [-1, -5, 8], [5, 3, 4, 6, -8, -1]]",160,96,0.625,4,4.25,"[[8, -5, -1], [3, 4, 5, 6, -8, -1], [-6, -2], [3, -7, -6, -5]]","[[1, -4, 5], [8, -7, 5], [-8, 1, 4], [1, -5, -4, -3, -2], [8, -6, 3, 7], [-7, -3, -1], [-8, -5, -1], [3, 5, 7, -6, -4], [4, -3], [-7, 1], [6], [2]]",0.9921875,0.33984375,0.33984375,0.9921875,0.9921875,0.9775280898876404,0.34765625,T-,T+,T+,0.9923620359621943,0.7776181880320922,77.49967182179451,2277.3390483787825,274,126,234,103
