Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # Litrals,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity of T_MDL,Similarity - Common,Overlap Size,MF Theory,Comp Theory,MDL Theory,Compression of T+,Compression of T-,DL of T+,DL of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-1, -3, -4, 2], [5, -2], [-3, -5, -2, 4, 1], [3, -5, 2, -6], [-1, -6, 4, -3, -5]]",36,28,0.5625,5,4,"[[3, 2, -6, -5], [1, 4, -5, -3, -2], [2, -6, -1, -5], [5, -2], [2, -4, -3, -1]]","[[-6], [6]]",0.984375,0.4375,0.4375,0.984375,0.984375,1.0,0.421875,T-,T+,T+,0.9880985707589062,0.8754750092031575,98.73193120721986,893.7541477807239,280,120,147,48
"[[5, -2], [4, -1, -5, -2, -3]]",46,18,0.71875,2,3.5,"[[5, -2], [4, -3, -2, -1]]","[[4], [-4]]",1.0,0.28125,0.28125,1.0,1.0,1.0,0.28125,T-,T+,T+,0.9945660889138155,0.9396977859324711,29.728401148824588,364.47739141426706,303,97,107,22
"[[-5, 6, -3, 2, 1], [-1, 5], [-1]]",30,34,0.53125,3,2.6666666666666665,"[[2, -5, -3, 6], [-1]]","[[2, 4, 5], [-6, -4], [1], [3], [-2]]",1.0,0.46875,0.46875,1.0,1.0,1.0,0.46875,T-,T+,T+,0.9957551321559663,0.809794531677007,29.693308027675986,1330.5077488810912,203,197,109,89
"[[-1, -6], [-6, -4, -3, -5, -1], [-4, 3, -1, -2]]",46,18,0.71875,3,3.6666666666666665,"[[-6, -1], [3, -4, -1, -2]]","[[-4], [4]]",1.0,0.28125,0.28125,1.0,1.0,1.0,0.28125,T-,T+,T+,0.9952453942833224,0.9030693395336742,33.01523612256335,711.1262153253635,315,85,164,37
"[[6], [3, -2], [-2]]",16,48,0.75,3,1.3333333333333333,"[[6], [-2]]","[[1, 4, 5, -6, -3], [5, -4, -3, -1], [1, 3, 4, -6, -5], [-6, 4, -3, -1], [2, -5, -3], [3, -4], [1, -6, -4, -3], [1, 2, 4], [-5, 4, -3, -1], [2, -1]]",1.0,0.5,1.0,1.0,1.0,1.0,0.5,T+,T+,T+,0.9970193098209303,0.7891099861522243,20.78641743206747,1480.4179616368324,112,288,71,155
"[[4], [6], [5, -1, 3, 6]]",16,48,0.75,3,2,"[[6], [4]]","[[2, -4], [-6, -1], [1, 3, -4], [-6, -2], [-6, -3]]",1.0,0.375,1.0,1.0,1.0,1.0,0.375,T+,T+,T+,0.9970252093607064,0.8618975054112044,20.78641743206747,964.9943303621045,125,275,57,142
"[[5], [2, -3, -5, -4], [-1, 2], [-1, 5, -4], [5, -3, 6, 2, -4]]",22,42,0.65625,5,3,"[[2, -4, -3], [2, -1], [5]]","[[3, 6, -2, -4, -1], [-6, -3, -1, -2], [-5, -4, -1, 6], [4, -3, 6, -2], [-5, -2], [1, -4, 6], [-5, -3], [-6, -4], [1, 2], [-6, 3]]",1.0,0.5,1.0,1.0,1.0,1.0,0.5,T+,T+,T+,0.9945373246322694,0.8003848717939981,37.84960983145955,1392.822701398026,163,237,95,116
"[[2, 4], [-5, 6, 2], [-1], [-2, 6, -5]]",18,46,0.71875,4,2.25,"[[-5, 6], [2, 4], [-1]]","[[3, -4, 5, 6], [4, -3, 6], [1], [-6], [-4, -2]]",1.0,0.609375,1.0,1.0,1.0,1.0,0.609375,T+,T+,T+,0.9949846559163077,0.7743770486205551,34.84960983145955,1577.8458812659383,141,259,86,119
"[[6, -4, 3, -1], [-5, 1, -2, 6, -3]]",58,6,0.90625,2,4.5,"[[1, 6, -5, -3, -2], [3, -4, 6, -1]]","[[-6], [6]]",1.0,0.09375,0.09375,1.0,1.0,1.0,0.09375,T-,T+,T+,0.9941604277038177,0.9799926140860169,40.600198623284506,173.83630003200562,391,9,203,6
"[[1], [-1, -3, 2, -5], [1, 6, 5], [-5, -1, -4], [5, 2, 6]]",18,46,0.71875,5,2.8,"[[2, -5, -3, -1], [-5, -4], [2, 6], [1]]","[[-5, -2], [4, -1], [3, 5, -2], [4, 6, -2], [-6], [2, -4, 5], [-2, -1]]",0.984375,0.578125,0.984375,0.984375,0.984375,0.9736842105263158,0.59375,T+,T+,T+,0.984068868776659,0.7787239542719974,110.6034396488457,1536.2306308515704,136,264,77,129
