Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # Litrals,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity of T_MDL,Similarity - Common,Overlap Size,MF Theory,Comp Theory,MDL Theory,Compression of T+,Compression of T-,DL of T+,DL of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-1, -5, -8, 4, -3, -7, 6], [10, 3, -5, 1, -6, 7, -9, 2, -8], [-2], [1, -8, 6, -2, -9, 3, 10], [-9, -8, -2, -3, -5, -7], [8, 2, -7, 3, -5], [-8, -2, -9, -6, -10], [7, -9, -5, -8, -2, 6, -4, 3, -10]]",474,550,0.537109375,8,6.125,"[[8, -7, -5, 3], [-2]]","[[1, 4, 6, 9, -10, -8], [1, 6, 9, 10, -8, -3], [4, 5, 7, 8, 10, -6, -3, -1], [3, 4, 7, 9, 10, -6, -1], [-9, -1, 6], [8, 1, 7], [3, 7, 8, 9, -10], [-6, 5, -1, -10], [3, 4, 6, 9, 10, -5], [7, 8, -9, -6, -5], [3, 5, -10, -9], [1, 9, -10, -7, -3], [-8, 4, -1, -9], [-8, 1, -6, 3], [-7, 10, -9], [2]]",0.994140625,0.3388671875,0.3388671875,0.994140625,0.994140625,1.0,0.3330078125,T-,T+,T+,0.9972385335019351,0.7741599821248655,37.14853226995948,3038.105006076255,212,188,209,181
"[[1, -5, 2, -6], [3, -4], [10, -2, 1, 8, -6, 9, 7, 5, -4], [9], [5, -2]]",264,760,0.7421875,5,3.6,"[[1, -6, 2, -5], [5, -2], [3, -4], [9]]","[[1, 4, -7, -6, -5, -3], [1, 3, 4, 7, 8, -10, -9, -6, -2], [3, 4, 6, 7, -10, -5, -1], [4, 6, 10, -8, -7, -3, -2], [4, 5, 7, 8, 10, -9, -6, -1], [2, 6, 7, 10, -8, -5, -4, -1], [2, 5, 7, -10, -9, -8, -4, -1], [1, 3, 6, 7, 10, -5, -2], [3, 4, 8, -10, -7, -6, -1], [4, 7, -10, -2, -6, -1], [4, 6, 7, 10, -9, -8, -3], [1, 6, 8, 10, -9, -7, -5, -4], [2, 3, 4, 5, 8, -10, -7, -1], [1, 7, 10, -9, -8, -6, -5, -4], [-5, 4, -9], [-4, -3, -9], [2, 4, 5, 6, -9], [1, 2, 5, -9, -7], [-5, -3, -1, -10], [4, 8, 10, -7, -6], [-9, 6, -10], [1, -8, -5, -3, -2], [2, 4, 5, 10, -3, -1], [1, 2, 6, 7], [-6, -5, -1, -9], [1, 2, 7, 8, -10]]",1.0,0.302734375,1.0,1.0,1.0,1.0,0.302734375,T+,T+,T+,0.9953405587347904,0.8278119803431943,62.77609465239355,2319.868586109935,139,261,135,253
"[[-8, -9, 10], [8], [1, -7, 4, 5, -6, 10, -2, -9], [-4, 2], [-5, 3, -2, -4, 7], [3, 9, 6, -1, -2]]",262,762,0.744140625,6,4,"[[-8, 2, -4], [10, 4, 6], [9, 3, -4, -2], [10, -9], [8]]","[[1, 2, 4, 5, 7, -10, -9, -6], [1, 5, 7, 10, -3, -2], [5, 6, 9, 10, -2, -4, -3, -1], [1, 5, -10, -8, -7, -3], [6, -9, -8, -7, -5, -4, -3], [2, 6, 9, -10, -1], [1, 7, 9, -6, -5, -3, -2], [3, 10, -2, -7, -6, -5, -1], [1, 5, 6, -10, -9, -4, -2], [2, 3, 6, 10, -8, -5, -1], [1, 5, -9, -7, -6, -4, -3], [-8, 4, -10], [-8, -3, -2], [-8, 3, -2, -10], [1, -5, 4, 9], [1, 3, 5, 6, -10], [1, 3, 9, 10, -2], [-8, 10, -6, -1], [4, -9, -7, -6, -1], [4, 5, 7, 9, -6, -3, -2], [6, 7, -10, -9, -3, -1], [2, 4, 7, -8, -6, -5], [3, 6, 7, 9, 10], [-8, 9, 4]]",0.947265625,0.2529296875,0.947265625,0.947265625,0.947265625,0.8451178451178452,0.2900390625,T+,T+,T+,0.9404654222203206,0.8379189439327233,850.8630116835102,2187.9432288748344,124,276,124,269
"[[-10], [7, 6, 3, 2, 4, -5, 8, 1], [10, -5, 6], [-4, 1, 5, -2, 8, 9, -3, -7], [-8, 2], [6, -3, -9, 10, 5], [1, -7, 10, 8]]",220,804,0.78515625,7,4.428571428571429,"[[-4, 6, -9], [4, 5, 6, -9, -3], [-5, 6], [-8, 2], [8, -7, 1], [-10]]","[[2, 4, 6, 7, 8, 10, -1], [5, 8, -7, -4, -3, -2], [4, 6, 9, 10, -3, -1], [9, -2, -8, -7, -5, -4, -1], [1, 2, 4, 5, 6, -3], [6, 9, -2, -8, -4, -3, -1], [2, 3, 4, 7, 8, -9, -6, -1], [10, -6, -4], [10, 5, -9], [8, -7, -6, -1], [1, 5, -2, 7], [3, 4, 5, 7, 8, -1], [2, 4, 8, 9, -3], [3, 4, 7, 9, -6, -5, -2], [8, 4, -2, -9], [1, -9, -8, -7, -5, -2], [8, 9, -7, -4, -3, -1], [10, -2, -9, -5, -4, -1], [1, 7, 8, 10, -6], [1, 7, 9, -5, -4, -3], [3, 5, -10, -9, -7, -6, -1], [-8, 10, 4, -2], [10, 5, 6]]",0.990234375,0.3369140625,0.990234375,0.990234375,0.990234375,0.971830985915493,0.3466796875,T+,T+,T+,0.969356883355915,0.8241034082781041,436.9507316469961,2372.312950091344,118,282,114,273
"[[2, 6, -4, -3, 5, -10, -8], [2, 8, -7, 3], [2, -4, 8], [-3, -7, -9, -5, 4, -10, -6, 2], [-1, -9, -3, -7, -8, 5]]",837,187,0.8173828125,5,5.6,"[[8, 2, -4], [2, 8, -10, -7, -6], [2, 5, 6, 9, -10, -8, -4, -3], [4, 5, -2, -9, -8, -7, -3, -1], [2, 3, 8, -9, -7, -1]]","[[3, -1, 7], [8, -7, 6], [7, 9, -6, -4, -1], [8, 1, 7], [-9, 8, -7, -6, -5], [4], [-2], [5], [-8]]",0.9599609375,0.1689453125,0.1689453125,0.9599609375,0.9599609375,0.9583333333333334,0.140625,T-,T+,T+,0.9862565216979765,0.8809976829015588,185.47254561255352,1625.8716767182163,347,53,343,50
"[[-1, -2, -4, 9, 10, 3, -6, 7, 5], [-10, 2, -7, 8, -9, -3, 4, -6, 5], [-5, 10, -7, 4, -8, 1, 2, -3]]",1016,8,0.9921875,3,8.666666666666666,"[[2, 4, -9, -7, 11, -3], [5, -11, -10, 8, -6], [1, -11, -8, 10, -5]]","[[-5], [5]]",0.8515625,0.0078125,0.0078125,0.8515625,0.8515625,0.038461538461538464,0.15234375,T-,T+,T+,0.9935395423759111,0.99238449099956,87.61607959001972,157.34844662858194,398,2,385,2
"[[-6, 7, 1], [-3, -1, 9, -5, -7, 2, 10, -8], [-2, -5, 3, -4, 8, -1]]",876,148,0.85546875,3,5.666666666666667,"[[2, 6, 9, 10, -8, -7, -5, -4, -3, -1], [1, -6, 7], [3, 8, -1, -5, -4, -2]]","[[-6, -1, 7], [8, 2, -9], [10, -9], [-2], [-7], [4], [6], [3]]",0.9970703125,0.134765625,0.134765625,0.9970703125,0.9970703125,1.0,0.1318359375,T-,T+,T+,0.9934368314690544,0.8873785775217741,88.58774828478968,1520.1313479814949,353,47,342,47
"[[-2, -1, -9, 4, 3, -8], [9, 7, -5, -1, 2, 4, -8, 10, -3], [-5, 2, 6, -1, 7, 3], [-4, -1, -10], [5], [10], [3, -8, 2], [4], [-5, 10, -6, -2, -9, 1, 8, -3]]",56,968,0.9453125,9,4.222222222222222,"[[-1], [5], [3], [4], [10]]","[[1, 6, 7, -10, -9, -5, -3, -2], [6, -10, -9, -7, -4, -3, -2], [-10, -9, -8, -6, -3, -2], [1, 2, -4, -3], [7, -10, -8, -4, -2], [2, 3, 8, 9, -6, -7, -1], [1, -5, -4, -10]]",0.9765625,0.1044921875,0.9765625,0.9765625,0.9765625,0.816793893129771,0.1279296875,T+,T+,T+,0.9800168473184935,0.9640946830217613,286.2969427244433,484.936960019259,25,375,25,365
"[[7, 1, 3, -5, -9, 4], [5, 6, -2, -8, 4, 3, -1], [3, -2], [-8, 7, 3], [6, -9, 3, 8, 4, 1, -10, 5], [-7, -8, 2]]",570,454,0.556640625,6,4.833333333333333,"[[-8, 3], [1, 3, 4, 5, 6, 8, -10, -9], [-8, -7, 2], [3, -2]]","[[3, 7, -1, 6], [1, 6, 7, -9, -8, -5, -2], [5, 6, -2, -9, -8, -7, -10, -1], [1, 4, 5, 10, -9, -8, -6, -2], [4, -3, 7], [9, -1, -7, -4, -2], [10, -4, 7], [9, 6, -10], [-7, 10, -3], [4, 7, 8, -9, -1], [6, -10, -9, -7, -4], [10, -1, -9], [1, 2, 3, 6, 9, 10], [-5, -4, -10, 7], [10, -9, -7, -5, -2], [8, -7, -4, -10], [-5, -3, -9], [4, 5, -10, 7], [9, -3], [-3, -2], [8, 2]]",0.99609375,0.291015625,0.291015625,0.99609375,0.99609375,1.0,0.287109375,T-,T+,T+,0.9938288145975994,0.7825793173980918,83.43787275016554,2939.6490407070614,244,156,236,150
"[[1, 2, -5, -6, 10], [6, -5, 4, 9, -1], [3, -2, -7, -8], [2, -7, 9, -6, 3, -8, 4, 10, 1], [8, 9, -6, 4, 10, 1, -7, -2], [2, 7], [-5], [4, -3, 5, 2, -1]]",333,691,0.6748046875,8,4.875,"[[3, 5, -8, -7, -2], [2, 4, -3, -1], [2, 7], [-5]]","[[7, 9, -10, -6, -4, -3, -2], [1, 4, 6, 7, 10, -8, -3, -2], [1, 5, -10], [-8, 9, -4, -1], [-3, -1, -2], [3, 4, 6, -7, -1], [-6, 3, 5], [1, 3, 7, 9, 10, -2], [-3, 5, 6, -1], [8, -7, 10, -6], [5, 8, -10, -4, -1], [3, 4, 6, 8, -10], [1, 5, 8, 10, -9], [-10, -9, -6, -4, -3, -2], [-8, 1, 2, -7], [5, -2], [-7, 5]]",0.9970703125,0.3232421875,0.9970703125,0.9970703125,0.9970703125,1.0,0.3203125,T+,T+,T+,0.994514061136874,0.8178911888157149,74.16841207517233,2462.061952826694,160,240,154,225
