Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # Litrals,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity of T_MDL,Similarity - Common,Overlap Size,MF Theory,Comp Theory,MDL Theory,Compression of T+,Compression of T-,DL of T+,DL of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]",6588,9796,0.597900390625,8,7.625,"[[-4, -12, 14], [-8, -6, 14], [11, 12, 14, -10, -8, -1], [1, 5, 14, -13, -11, -3], [-6, -9], [-7, 6]]","[[1, 6, 11, 13, -14, -12, -10, -9, -5, -4, -2], [8, 10, 11, 14, -13, -12, -2, -7, -3, -1], [1, 3, 8, 11, 12, 14, -13, -9, -5, -2], [2, 8, 10, 12, -13, -11, -7, -5, -3, -1], [12, 6, 7], [-8, 13, 7], [9, -11, 13], [2, 4, 6, -14, -13, -9, -3], [2, 3, 14, -10, -8], [9, 10, -12, -11, -1], [1, 11, 12, -10, -4], [1, -13, -10, -9, -8, -5], [1, 4, 8, 14, -10, -6], [6, 8, -12, -1, -5, -2], [12, -14, -11, -4, -2], [-3, -14, -12, 5], [10, 14, -7, -6, -2], [1, 10, -13, -2], [11, 2, 3, 4], [5, 9, 10, 12, -11, -7, -6, -1], [8, 4, 7], [-3, 9, -6, -5, -4, 13], [2, -5, 6, 7, 11, -1], [9, -14, -6]]",0.959716796875,0.3260498046875,0.3260498046875,0.959716796875,0.959716796875,0.9162517780938834,0.34326171875,T-,T+,T+,0.9600772245985822,0.8559506206895882,840.4692678597293,2982.8720845371095,202,198,202,197
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]",4096,12288,0.75,3,4.333333333333333,"[[-2], [-4]]","[[3, 5, 8, 9, 10, 11, 12, 14, -1], [2, 5, 7, 10, -14, -13, -12, -11, -6, -3, -1], [1, 4, 12, 13, 14, -11, -10, -8, -7, -6, -3], [2, 5, 8, 12, 13, -14, -11, -10, -9, -7, -6, -1], [1, 4, 10, 14, -13], [-12, 4, 5, -10], [6, 9, 11, -8, -7], [3, 7, -14, -13, -11, -8], [3, 8, 12, -13, -10, -7], [4, 5, 7, 9, 10, 11, 14, -3], [5, 10, 12, -11, -9, -6, -3, -1], [8, 11, -14, -13, -12, -10, -9, -1], [3, 10, -13, -12, -8, -7, -6], [2, -9, 10, 13, 14], [9, 2, -5, 12], [4, 7, 11, -14, -13, -10, -2, -6, -1], [2, 4]]",1.0,0.150634765625,1.0,1.0,1.0,1.0,0.150634765625,T+,T+,T+,0.9929934529085644,0.8990243298852112,201.33552102508736,2142.519566085326,128,272,128,272
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]",4096,12288,0.75,4,5.5,"[[9], [-8]]","[[1, 2, 3, 4, 5, 8, 13, -11, -10, -7, -6], [1, 8, 11, -14, -10, -6, -5, -4, -3, -2], [7, 10, 14, -2, -9, -6, -5, -4, -1], [2, 4, 5, 7, 8, 10, 13, -14, -12, -11, -6, -1], [4, 8, 14, -13, -11, -6], [3, 8, 10, -13, -6, -2], [6, 8, 10, 11, 12, 14, -5], [11, 14, -12, -7, -6, -5, -2], [2, -14, -12, -9, -4], [10, 13, 14, -11, -9, -1], [12, 7, -2, -9], [3, 4, 6, 8, 12, 13, 14, -10, -2], [2, 12, -13, -4, -3], [12, -14, -11, -10, -7, -5, -4, -3], [1, 2, 7, 11, 14, -10, -5, -4], [3, 5, 6, 8, 10, -14, -4], [8, -9]]",1.0,0.1119384765625,1.0,1.0,1.0,1.0,0.1119384765625,T+,T+,T+,0.9986543027914795,0.9269428682090538,27.950393783825064,1517.4108925429077,123,277,123,277
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]",6110,10274,0.6270751953125,4,6,"[[14, -9], [8]]","[[1, 5, 6, 10, 11, 13, -9, -4, -3, -2], [1, 2, 6, 9, 11, 13, -14, -10], [5, 6, 11, 12, -2, -9, -7, -4, -3, -1], [-8, 11, 4], [9, 14, -2, 1], [12, -13, -11, -8, -3], [1, 2, 5, 11, -12, -10, -9, -6], [9, 3, -11, -1], [1, 3, 5, 7, 13], [1, 9, 11, -13, -10, -6, -5], [3, 5, 9, 11, 13, -10, -7], [-6, -5, 4, 7], [1, 2, 10, 11, 13, -12, -9, -5], [1, 3, 5, 10, 12, -13, -8, -2], [1, 9, 10, 12, 13, -11, -5], [2, 5, 7, 12, -13, -11, -9], [2, 7, -11, -10, -5, -4, -3], [-14, 5, -7, -6, -1], [-8, -14], [-8, 9]]",0.9979248046875,0.18988037109375,0.9979248046875,0.9979248046875,0.9979248046875,1.0,0.18780517578125,T+,T+,T+,0.9953755798914492,0.8728011261767787,124.45329537856966,2689.918552041123,169,231,169,231
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]",7104,9280,0.56640625,3,4,"[[10, -11, -2], [-4]]","[[3, 5, 6, 8, 11, -14, -10, -9, -7], [2, 3, 7, 8, 10, 11, 12, 13, -14, -9, -5, -1], [4, 6, 7], [10, -6, 4], [-7, 2, -11], [4, 8, 13, 14, -2], [1, 8, 10, 11, -9], [1, 6, 12, 14, -3], [-12, -11, 6, -10], [3, 13, 14, -6, -1], [3, 6, 10, 12, -1], [3, 11, 12, -14, -9, -8, -6, -2], [1, 2, 3, 6, 14, -7], [5, 9, 10, 11, 14, -3], [2, -14, -10, 7, 9], [-3, 6, -8, 10, -5, 13], [6, 8, 11, -13, -10, -2, -4, -1], [-14, 4, -3], [4, -10]]",0.99609375,0.247802734375,0.99609375,0.99609375,0.99609375,0.999000999000999,0.244384765625,T+,T+,T+,0.9982146537363438,0.8383814086349176,37.23579600268731,3370.77295358227,189,211,188,211
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]",9836,6548,0.600341796875,7,6.285714285714286,"[[-6, -5, 13], [12, 14, -13, -8, -4, -2], [1, 4, 10, 12, 14, -9, -8, -2], [-7, -6, 2, 4], [1, 2, 3, 6, 14, -13, -12, -10, -9, -5], [-8, 9]]","[[6, 10, 13, -14, -12, -2, -8, -7, -5, -4, -1], [10, -9, -1, 7], [-3, 6, -9], [-14, 12, -9], [8, -11, 7], [-9, 5, 14, -10], [-7, 3, -12, -9], [10, -6, 11, -1], [-7, -14, -3, 5], [3, 4, 5, 7, -12], [2, 14, -9, -5, -1], [7, 11, 13, 14, -1], [9, 11, -13, -4, -3], [-12, -11, -9], [1, -14, -5, -3], [4, 6, -13, -8, -7], [4, 11, -14, -13, -6, -2], [5, 10, -13, -11, -4, -1], [2, 5, 10, 11, 13], [11, 1, -5, 12], [-7, 3, -4, -10], [8, 9]]",0.982177734375,0.277587890625,0.277587890625,0.982177734375,0.982177734375,0.9775583482944344,0.27197265625,T-,T+,T+,0.9912081224209578,0.8301724026377006,182.78100287245337,3530.6745666358497,276,124,276,124
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]",3968,12416,0.7578125,5,4.2,"[[8, -14, 10, 11], [9], [2]]","[[1, 4, 5, 10, 14, -11, -7, -2], [1, 4, 5, 7, 11, 12, 13, 14, -6, -2], [3, 4, 5, 6, 7, 8, 10, 11, 13, -14, -12, -2, -1], [8, -4, -10, -9], [1, 6, -14, -12, -11, -8, -3], [-13, -11, -9, -5, -1], [4, 10, 13, -9, -7, -1], [1, 5, 12, -13, -8, -6], [1, 14, -13, -12, -2], [4, 12, 13, -14, -10, -5, -3, -1], [1, 10, 12, 14, -13, -9, -3], [3, 4, 7, 11, 14, -13, -10], [3, 6, 7, 12, -11, -1], [-2, -9]]",0.98046875,0.1175537109375,0.98046875,0.98046875,0.98046875,0.8909444985394352,0.1253662109375,T+,T+,T+,0.9894057380245731,0.9403077178487523,244.0916808398194,1245.09786202205,122,278,121,278
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",15844,540,0.967041015625,2,7,"[[3, 6, 8, -13, -1]]","[[8, -5, 13], [-12, -3, 6], [8, -11, -2, -9], [-4, 7], [12], [-7], [-6], [2], [5]]",0.998291015625,0.036865234375,0.036865234375,0.998291015625,0.998291015625,1.0,0.03515625,T-,T+,T+,0.9982526578664184,0.972446934057303,36.40244587209676,596.6506132762149,391,9,391,9
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",16360,24,0.99853515625,2,10.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]",5408,10976,0.669921875,9,5.222222222222222,"[[13, -3, -9], [3, 11, 12, -10, -9], [12, 13, -8, -7, -2], [2, 8, 14, -9, -5], [11, 13, -2], [10, 3], [-10, -1]]","[[7, 9, 13, -14, -10, -8, -5, -4, -3, -2], [2, 4, 5, 7, 10, 14, -12, -9, -3], [1, -6, -3], [8, 1, -4], [10, -3, -1], [9, 12, -11, 7], [1, -13, 4, -2], [5, 7, -8, -4, -3], [4, 6, 7, 9, 10, 11, -13], [1, 2, 9, -12, -7], [3, 12, -14, -10, -8, -6], [-12, -11, -7, -6, -3, -1], [7, 8, 10, -5, -3], [4, -13, -12, -9, -8], [1, 5, 6, 12, -7], [12, -9, -7, -5, -4, -3, -2], [7, 9, 11, 14, -6, -5, -1], [-14, -10, -9, -7, -6, -4], [4, 5, 8, 9, 11, 14, -13, -7], [-10, -6, -5, 12, -2], [9, -11, 6, -7], [-12, -2, 7, 10, -5, 13, -1]]",0.953125,0.34356689453125,0.953125,0.953125,0.953125,0.9239490668062097,0.34991455078125,T+,T+,T+,0.9843073062147082,0.7702364061681721,437.73295345401334,4780.271587486399,163,237,163,237
