3 28
3 7 8 10 12 15 17 19 20 23 24 26 28 31 32
2 4 6 8 11 13 14 16 18 20 22 25 27 28 31 32
3 5 7 8 10 12 15 17 19 21 23 24 26 28 31 32
3 5 7 8 10 12 15 17 19 20 23 24 27 28 31 32
3 4 7 8 10 12 15 17 19 21 23 24 26 28 31 32
2 7 8 10 12 15 16 19 21 23 24 26 28 31 32
3 5 7 8 10 13 15 17 19 21 23 24 26 28 31 32
3 4 7 8 10 12 15 17 19 20 23 26 28 31 33
3 5 7 8 10 12 15 17 19 21 23 24 26 28 31 33
3 5 7 8 10 12 15 17 19 20 23 24 27 28 31 32
3 5 7 8 11 13 14 16 18 20 23 25 26 28 31 32
3 4 7 8 10 12 15 17 19 20 24 26 28 31 32
3 4 7 8 10 12 15 17 19 21 22 26 28
3 4 7 8 10 12 15 17 19 21 22 24 26 28 31 33
3 4 7 8 10 12 15 17 19 20 22 24 26 28 31 33
3 4 6 8 10 12 14 17 18 20 23 24 26 28 31 32
2 4 7 8 10 12 15 17 19 20 23 24 26 28 31 32
3 5 7 8 10 12 15 17 19 21 23 24 26 28 31 33
3 7 8 10 12 15 17 19 20 23 24 26 28 31 32
3 5 7 8 10 12 14 17 19 20 23 24 26 28 31 32
3 5 7 8 10 12 15 17 19 20 23 26 28 31
2 4 6 8 10 12 14 16 19 20 28 31 32
3 5 7 8 10 12 14 17 19 20 23 25 27 28 30 32
3 4 7 8 10 13 15 17 19 21 26 28 31 33
3 5 7 8 10 12 15 17 19 21 23 24 26 28 31 32
2 4 7 8 10 12 15 17 19 21 22 25 26 28 31 32
3 7 8 10 12 15 17 19 20 23 24 26 28 31 33
3 4 7 8 10 12 17 19 21 23 26 28 31 33
3 5 6 8 11 13 14 16 18 20 23 25 27 28 30 32
3 4 7 8 10 12 15 17 19 21 23 24 26 28 31
3 4 7 8 10 12 15 17 19 21 23 24 26 28 31 33
3 5 7 9 10 12 14 17 19 21 23 27 28 30 32
3 4 7 8 10 12 15 17 19 20 23 24 26 28 31 32
3 4 7 8 10 12 15 17 19 21 23 24 26 28 31 33
2 4 7 8 10 12 15 17 19 21 23 25 26 28 31 32
3 5 7 8 10 13 14 16 18 20 23 24 26 28 31 32
2 5 6 8 11 13 15 16 18 20 23 25 27 28 30 32
3 6 8 10 12 15 17 19 20 23 25 27 28 31 32
3 4 7 8 10 12 15 17 19 21 23 24 26 28 31 32
2 5 7 8 10 12 15 17 19 20 23 26 28 31 33
5 6 8 11 12 14 16 18 20 23 24 27 28 31 32
2 4 7 8 10 12 14 17 19 21 23 24 26 28 31 33
2 5 7 8 10 13 14 16 18 21 23 24 26 28 31 32
3 5 7 8 10 12 15 17 19 20 23 24 26 28 30 33
3 5 6 8 10 12 14 17 19 21 23 24 26 28 31 32
3 4 7 8 10 12 15 17 19 20 23 24 26 31
2 5 7 8 10 12 15 17 19 20 23 24 26 28 31 33
3 4 7 8 10 12 15 17 19 20 23 24 26 28 31 33
3 4 7 8 10 12 19 21 26
3 4 7 8 10 12 15 17 19 21 23 26 28 31 33
3 5 7 8 10 12 15 17 19 21 23 24 26 28 31 33
3 5 7 8 10 13 15 17 19 21 23 24 27 28 32
2 4 6 8 10 12 14 16 19 20 23 25 26 28 31 32
3 5 7 8 10 12 15 17 19 20 23 24 27 28 31 32
2 7 8 10 12 14 16 19 21 23 24 28
3 4 7 8 10 12 15 17 19 20 23 24 26 28 31 33
3 4 7 8 10 12 15 17 18 20 23 24 26 28 31 32
3 5 7 8 10 12 15 17 19 21 23 24 26 28 31 33
2 4 7 8 10 12 14 17 19 21 23 24 26 28 31 32
3 4 7 8 10 12 15 19 21 28 31
3 7 8 10 12 15 17 19 21 23 24 26 28 31 33
3 5 7 8 10 12 15 17 19 20 23 24 26 28 31 32
3 4 7 8 10 12 15 17 19 21 23 24 26 28 31 32
2 4 7 8 10 12 15 17 19 21 22 24 26 28 31 32
2 5 6 8 10 12 14 16 19 20 22 24 27 28 30 32
3 5 7 8 10 12 23 24 26 28 31 32
3 5 7 8 11 12 14 18 21 23 24 26 28 31 32
2 4 6 8 10 13 14 17 19 21 23 24 26 28 31 32
3 5 7 8 10 12 15 17 19 20 23 24 26 28 31 33
3 5 7 8 10 12 15 17 19 21 23 24 26 28 31 32
2 5 7 8 10 12 15 17 19 21 22 24 26 28 31 33
3 4 7 8 10 12 15 17 19 20 22 24 26 28 31 32
2 5 6 8 10 12 14 16 19 20 23 24 27 28 30 32
3 4 7 8 12 15 17 19 20 23 24 26 28 31 33
3 4 7 8 10 12 14 17 19 21 22 24 26 28 31 32
3 4 7 8 10 12 14 17 19 21 23 24 26 28 31 32
3 4 7 8 10 12 15 17 19 20 23 24 26 28 31 32
3 5 7 8 10 12 15 17 19 20 23 24 26 28 31 32
3 5 7 8 10 12 15 17 19 21 23 24 26 28 31 33
3 4 6 8 10 12 15 17 19 20 23 24 26 28 31 32
2 7 8 10 12 15 17 19 20 23 24 28 31 32
3 7 8 10 12 15 17 19 21 22 24 26 28 31 32
3 4 7 8 10 12 15 17 19 20 23 24 26 28 31 33
3 5 6 8 10 12 14 17 19 20 22 24 26 28 31 32
2 7 8 10 12 14 17 19 20 23 24 26 28 31 32
3 5 7 8 10 12 14 16 18 20 23 24 26 28 32
3 5 6 8 10 12 15 17 19 20 23 24 26 28 30 32
3 5 7 8 10 12 14 16 18 20 23 24 26 28 31 32
11 12 15 16 18 21 23 24 26 29 31
3 4 7 8 10 12 15 17 19 21 23 24 26 28 31 32
3 7 8 10 12 15 17 19 21 23 24 26 28 31
3 4 7 8 10 12 15 17 19 21 23 24 26 28 31 33
3 5 7 8 10 12 15 17 19 20 22 24 27 28 31 32
3 5 7 8 10 13 15 17 19 21 23 24 27 28 31 33
3 4 7 8 10 12 14 16 19 21 22 24 26 28 30 32
3 5 7 8 10 12 15 17 19 20 23 24 26 28 31
3 5 7 8 10 12 15 17 19 20 24 26 28 31 32
3 5 7 8 10 12 15 17 19 20 23 24 26 28 31 33
3 4 7 8 10 12 15 17 19 21 23 24 26 28 31 33
3 5 7 8 10 12 14 17 19 20 23 24 27 28 30 32
3 4 7 8 10 12 15 17 19 21 23 25 26 28 31 32
3 4 7 8 10 12 15 17 19 21 23 24 26 28 31 33
3 4 7 8 10 12 15 17 19 21 23 24 26 28 31 32
3 4 7 8 10 12 15 17 19 20 23 24 28 31 33
3 4 7 8 10 12 15 17 19 21 23 24 26 28 31 32
3 4 7 8 10 12 15 17 19 20 23 24 26 28 31 32
3 5 7 8 10 12 15 17 19 20 23 24 26 28 31 32
2 5 6 8 10 13 14 17 18 20 23 25 26 28 31 32
3 5 7 8 10 12 15 17 19 20 24 26 28 31 33
3 8 10 12 15 17 19 20 23 24 26 28 32
3 5 7 8 10 12 15 17 19 20 23 24 26 28 31 33
3 7 8 10 12 15 17 19 21 23 24 26 28 31 33
