Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # Literals,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity of T_MDL,Similarity - Common,Overlap Size,MF Theory,Comp Theory,MDL Theory,Compression of T+,Compression of T-,DL of T+,DL of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]",6588,9796,0.597900390625,8,7.625,"[[-6, -9], [-8, 9, -13, 14], [-7, 6], [-12, -4, 14]]","[[1, 2, 3, 4, 5, 6, 8, 10, 14, -13, -12, -11, -9], [2, 3, 6, 8, 11, 13, -12, -10, -1], [1, 4, 5, 10, 12, -13, -11, -8, -7, -6, -2], [4, 6, 8, 10, 11, -13, -9, -5, -1], [2, 3, 5, -13, -12, -11, -9, -4, -1], [9, -6, -14], [8, -5, 7], [9, 11, 13], [9, 12, -1], [5, -12, -1, -8, -2], [1, 2, 10, -14, -4], [9, -14, 3, 4], [10, 11, 13, -14, -8], [1, -14, -12, -10, -6, -5, -3, -2], [2, 3, -14, -10, -9, -6, -5, -4, -1], [-3, -13, -6, 11, 12, -4, -1], [-8, 6, 7], [9, -5, 12, -11], [9, -6, 5, -2], [-8, 9, -14, -13], [8, 11, 12, 5], [1, 2, 3, 7, 10, 14, -13, -12, -9, -4], [2, 5, 8, 12, 14, -13, -11, -9, -1], [10, -3, 6, -2], [-14, -13, -12, -11], [2, 8, 13, -10, -7, -6, -5, -3, -1], [5, -10, 7], [2, 9, 11, 14, -13, -12, -7, -6, -3, -1]]",0.999755859375,0.6656494140625,0.999755859375,0.999755859375,0.999755859375,0.9996333638863428,0.6658935546875,T+,T+,T+,0.970043776219778,0.8140250865141715,621.0993937570701,3855.9234590954848,194,206,194,206
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]",4096,12288,0.75,3,4.333333333333333,"[[1, 3, -2], [8, 13, -12, -11], [9, -5, 7], [-13, -3, -2], [-4, -3], [-8, -2], [11, -2], [3, -4]]","[[6, 8, 9, 11, -14, -12, -7, -5, -3], [4, 7, 8, 11, 12, 13, -10, -9, -6, -1], [4, 6, 8, 10, 11, -13, -9, -5, -1], [1, 8, 10, 11, 12, -14, -13, -9, -6, -3], [1, 3, 4, 7, 9, 11, 13, -14, -12, -8, -5], [3, 4, 14, -9], [4, 10, -12, -11, -9, -5, -3], [6, 8, 12, -13, -7, -1], [2, 3, 13, -10], [2, 10, 12, -13, -1], [2, -12, -10, -7, -5], [4, 7, 14, -13, -1], [2, 5, 7, 13, -8], [1, 3, 4, -11, -9], [1, 5, 6, 9, -13, -12, -11, -10, -7], [2, 11, 5, -10], [1, 6, 7, 10, 14, -13, -12, -9, -8, -3], [5, 7, 10, 11, 12, -13, -9, -8, -6, -2], [-14, 2, -3, -1], [2, 4]]",0.93798828125,0.81951904296875,0.93798828125,0.93798828125,0.93798828125,0.9945803777795489,0.76580810546875,T+,T+,T+,0.9596442065380313,0.8823078253707047,836.7195757952337,2440.1786703325583,104,296,104,296
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]",4096,12288,0.75,4,5.5,"[[-8, 14, 6], [-8, -6, 5], [9, -4, 7], [-8, 3, -10], [9, -6, 12], [8, 9], [-8, -3], [-8, -14]]","[[3, 4, 6, 11, 14, -12, -10, -9, -7, -5, -1], [1, 3, 6, 12, -14, -13, -11, -10, -9, -7, -4, -2], [2, 3, 6, 8, 11, 13, -12, -10, -1], [1, 4, 5, 8, 10, 11, 12, -14, -13, -7, -6, -2], [5, 6, 7, 11, -13, -12, -10, -2, -4, -3, -1], [2, 3, 4, 6, 8, 10, 12, 14, -13, -11, -7, -5, -1], [1, 2, 4, 5, 10, 12, -14, -13, -11, -9, -7, -6, -3], [1, 2, 5, 11, 14, -13, -12, -9, -7, -4, -3], [1, 2, 10, -14, -7, -4, -3], [8, -9], [2, 5, 8, -10, -4], [1, 3, 14, -9, -6], [8, 1, -12, 13], [2, 3, -11, -9, -4, -1], [7, 11, 12, -10, -9], [8, -12, -11, -5, -3], [-13, 8, 12, -3, -1], [2, 5, 6, 14, -11, -10, -8, -7, -4], [2, 6, 7, 9, -14, -12, -11, -10, -4], [-5, -9, -3, -13]]",0.9892578125,0.85174560546875,0.9892578125,0.9892578125,0.9892578125,0.9948287007110537,0.84979248046875,T+,T+,T+,0.9930346577877386,0.9346477787509314,144.41639430542588,1354.9847035551065,123,277,123,277
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]",6110,10274,0.6270751953125,4,6,"[[14, -9], [8, -14], [8, 9]]","[[4, 10, -14, -13, -9, -7, -6, -5, -3, -2], [2, 3, 5, -13, -12, -11, -9, -4, -1], [2, 5, 9, 10, 11, 12, 13, -14, -7, -6, -4, -3], [4, 6, 7, 9, 11, 13, -14, -12, -10, -2, -5, -3, -1], [1, 2, 10, -14, -7, -4, -3], [2, 3, 6, 10, -14, -13, -12, -11, -9, -5, -4, -1], [-8, -14, -12], [-8, 3, 12, -4], [-8, 12, -3], [-8, 2, 3], [-5, 12, 13, -10], [-8, 2, -13, 5], [1, -14, 3, -10], [9, 10, -12, 7], [-8, 4, -12, 7], [-8, 9, 4, -3], [9, -6, 3, -1], [2, 5, 11, 14, -13, -12, -10, -3], [1, 4, 5, 10, 12, -14, -13, -9, -7, -6], [-3, 2, -11, -10], [6, 7, 8, 11, -13, -12, -10, -4, -3, -1], [-8, 5, -2]]",0.9979248046875,0.726806640625,0.9979248046875,0.9979248046875,0.9979248046875,0.9971529057109362,0.7288818359375,T+,T+,T+,0.9892281908774998,0.856555154468644,223.33803368330348,2974.1234159134656,177,223,177,223
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]",7104,9280,0.56640625,3,4,"[[-4, -3], [4, 5, 7, 11, 13, 14, -12, -8, -6, -1], [10, -11, -2], [3, -4]]","[[1, 2, 3, 6, 8, 9, 13, 14, -12, -11, -10, -7], [1, 3, 5, 7, 8, 14, -13, -11, -10, -9, -6, -2], [11, 4, -2], [2, 4, -11], [-8, 9, -14, 4], [-5, -12, -3, 6], [8, -7, 4, 5], [-6, 11, -3, -13], [-10, 8, 9, 12, 13, -2], [1, 12, -2, 6], [3, 13, -14, -11, -10, -9, -8, -7, -5, -1], [1, 9, -14, -13, -12, -11, -10, -7, -3], [1, 7, 11, 14, -13, -12, -8, -4, -3], [2, 5, 7, 13, 14, -11, -8, -6, -4], [10, 4, -9], [1, 3, 6, 7, 8, 14, -13, -12, -5, -4, -2], [1, -14, -10, 7, -8, -5, -3], [-7, -6, -12, -2], [9, 4, 13], [3, 7, 9, 10, 11, 12, -13, -6], [-7, 2, -5, -1], [3, -12, -10, -5, 8, 11, 13], [2, 5, -1, 6], [4, -10]]",0.99609375,0.7421875,0.99609375,0.99609375,0.99609375,0.9954128440366973,0.7451171875,T+,T+,T+,0.9950410354324556,0.8575900007383415,102.81702757869525,2952.6673607225166,189,211,189,211
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]",9836,6548,0.600341796875,7,6.285714285714286,"[[8, -6, -5, 13], [13, -9, -8, -5, -2], [7, 12, 13, -8, -5], [2, -6, 4, -3], [-8, 1, 5, 14], [3, 8, 10, 13, -12, -11, -9, -7], [-8, 9]]","[[6, 8, 9, 11, -14, -12, -7, -5, -3], [8, 5, -10], [10, 3, -4], [8, 1, -7, -2], [-5, -10, 7], [-7, 5, -11], [-8, 10, 5, 7], [3, 8, -5, -13], [-5, 4, 14, 6], [5, -13, -12, -3], [10, 4, -9], [3, 13, 6], [13, -2, -10], [2, -13, -4, -11], [-7, -6, -4, 5], [-13, 12, -1, 7], [1, 2, -14, -8, -7, -4], [8, 10, -3], [-13, -9], [4, -12, 9, -6, 14], [-8, -10, -9]]",0.9139404296875,0.667724609375,0.667724609375,0.9139404296875,0.9139404296875,0.950122803703004,0.6461181640625,T-,T+,T+,0.9398749586769258,0.8006950529178,1246.6066146840442,4132.302613097331,284,116,284,116
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]",3968,12416,0.7578125,5,4.2,"[[2, -12, -4], [-6, 2, 12], [2, 6, -10], [9, 12, -2], [-7, -13, 6, -1], [10, 2], [-14, 2], [9, -12]]","[[4, 7, 8, 11, 12, 13, -10, -9, -6, -1], [4, 7, 14, -13, -12, -10, -8, -6, -1], [1, 7, -14, -12, -10, -8, -6, -5, -3, -2], [5, 7, 10, -14, -13, -12, -11, -8, -6, -4, -3], [4, 5, 7, 8, 10, 11, 12, 14, -13, -6, -3, -1], [7, 11, 12, -13, -8, -6, -4, -3, -1], [5, 7, 8, 12, 13, -14, -11, -9, -6, -4, -3, -1], [3, 4, 6, 11, 14], [3, 10, 14, -11, -4], [5, 10, -8, -6, -2], [5, -11, -10, -9, -6], [5, -13, -7, -6, -2], [3, 13, -14, -8, -4], [10, -14, -13, -9, -3], [4, 6, 14, -9, -1], [4, 10, -2, -3, -1], [10, -5, 4, -9], [3, 8, 12, 14, -13, -11, -10, -7, -6], [1, 3, 4, 5, 12, -11, -8, -7], [1, 2, 3, 4, -14, -13, -12, -11, -9, -8], [6, -2, -10, 7], [-2, -9]]",0.97265625,0.78253173828125,0.97265625,0.97265625,0.97265625,0.9893995728186061,0.77154541015625,T+,T+,T+,0.9850140087984295,0.885064072534022,310.7130631161069,2383.0318331764274,135,265,135,265
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",15844,540,0.967041015625,2,7,"[[3, 6, 8, -13, -1]]","[[-4, 5, 14], [4, 14, 6], [8, -14, -9], [8, 9, -5], [-8, 12, 13], [-6, 11, 12], [-6, -11, -9], [-13, 6, -9], [9, 5, -11, -7], [2, -14, -3], [3, 13, 6], [-8, -7, -2], [9, 2, -6], [-5, -4, 7], [2, -13, -11], [11, -2], [-8, -12]]",0.998291015625,0.94677734375,0.94677734375,0.998291015625,0.998291015625,0.9981981981981982,0.948486328125,T-,T+,T+,0.9982442748686398,0.9711203658402201,36.40244587209676,598.7778499774732,392,8,392,8
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",16360,24,0.99853515625,2,10.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]",5408,10976,0.669921875,9,5.222222222222222,"[[11, 13, -2], [-8, -1, -2, 14], [13, -9], [10, 3], [1, 2, 4, 7, 8, 9, 14, -13, -11, -6, -5, -3], [1, 2, 9, 14, -7, -6, -5, -4, -3], [-10, -1]]","[[2, 4, 7, 10, 12, -11, -9, -8, -6, -3], [10, -13, 12, 5], [3, 4, -13, -10, -9], [9, -5, -3, 14], [-8, 1, -12, 7], [1, 12, -11, -10], [9, 10, 11, -8, -6, -3], [4, 8, 10, -5, -3], [4, 5, -14, -13, -2], [9, -6, -10, 1], [-13, 4, 6, -9, 8], [3, 7, 11, -12, -10, -5, -4, -2], [3, 4, 6, 7, 13, -10, -8, -5], [2, -12, -11, -4, 14], [-14, 10, -3], [2, 6, 7, -13, -12, -11, -10, -5, -4], [9, -12, 13, -10], [3, 4, 6, 7, 12, -14, -5, -2], [2, 3, 8, 11, -14, -12, -9, -5, -4], [3, 6, 9, 11, 12, 14, -10, -8, -4, -2], [-7, -13, -3], [7, -8, -6, 11, 12, -4, -1], [1, 5, -10]]",0.9794921875,0.67352294921875,0.9794921875,0.9794921875,0.9794921875,0.9804220925011226,0.67962646484375,T+,T+,T+,0.9878427535917842,0.827622917829159,252.06309143956713,3573.991902965043,167,233,167,233
