Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # Literals,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity of T_MDL,Similarity - Common,Overlap Size,MF Theory,Comp Theory,MDL Theory,Compression of T+,Compression of T-,DL of T+,DL of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]",6588,9796,0.597900390625,8,7.625,"[[-8, -13, -11, 14], [-4, -12, 14], [-7, 6], [-6, -9]]","[[-13, 6, -2, -9], [9, -10], [-8, 10], [-12, 4], [12, 5, 7], [8, 10, 7], [2, -11], [1, 11, -4], [-8, 11, 5, -10], [1, 14, -10], [12, -3, -1], [8, 4, -3], [3, 14, 6], [-7, 2], [-8, -12, -3], [8, -14, -11], [4, 8, -7, 11, 12], [-5]]",0.976318359375,0.4095458984375,0.4095458984375,0.976318359375,0.976318359375,0.9577179264407761,0.4215087890625,T-,T+,T+,0.9492807341640039,0.6894112376019709,908.0078788918331,5560.353422003255,267,133,267,133
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]",4096,12288,0.75,3,4.333333333333333,"[[-2], [-4]]","[[5, 7, 11, 13, -12, -10, -9, -8], [1, 2, 3, 8, 13, -14, -5], [8, 14, -12, -11, -10, -9, -6, -1], [1, 3, 6, 9, 10, 11, -14, -7, -5], [3, 8, 9, 10, 11, 13, 14, -5], [1, 3, 4, 11, 13, -14, -7, -5], [3, 10, 14, -13, -12, -9, -8, -6, -1], [3, 5, 6, 11, 12, -13, -10, -8], [1, 6, 14, -13, -11, -10, -9, -3], [1, 11, -10, -9, -8, -6], [4, 7, 8, 11, -3], [4, 7, 10, 12, -9, -6, -5, -3], [3, 7, 10, -14, -13, -12, -8, -6], [2, 4], [10, 2], [-14, 13, -10, 7], [9, -1, -10], [-6, 4, -12, -3], [1, 3, -12, -10], [13, -14, -9, -5, -1], [-6, -12, -1, -9, 10, 13, 14], [2, 3, -12, 5, 11, 13, -1], [9, 13, -10], [3, -13, -1, -10], [-5, 4, 13, -10], [-14, -10, -8, -3, -1], [6, 8, 9, 10, -11], [1, 6, -13, -11, -8], [4, -11, -1], [-10, 7, -8, -5, 12, -1], [1, 4, 9, 10, -5, -3], [-11, 5, 13], [4, 5, 7], [6, 8, -7, 11, -3, 14], [3, -7, 10, 11, 13, -1], [-8, 9, 7], [2, -14, -11, 7, -6, 12], [1, -11, 7, -5, 12, -3, 14], [8, -7, -13]]",1.0,0.389404296875,1.0,1.0,1.0,1.0,0.389404296875,T+,T+,T+,0.9984387542382642,0.7521978078476003,27.950393783825064,4436.309145495496,190,210,190,210
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]",4096,12288,0.75,4,5.5,"[[9], [-8]]","[[4, 8, 11, -13, -7, -6], [1, 3, 12, -14, -11, -5, -2], [2, 6, 12, -14, -11, -7, -4, -3], [1, 12, 14, -10, -3, -2], [7, 11, 13, -14, -9, -5, -1], [2, 7, 10, 12, 14, -5], [2, 8, 12, -13, -7, -3], [2, 3, 5, 8, 11, -12, -7, -1], [4, 6, 10, -14, -13, -3, -2], [5, 10, 14, -9, -7, -6, -4, -3, -2], [-13, 6, -2, -9], [4, 7, 8, 11, -3], [4, 7, 10, 12, -9, -6, -5, -3], [1, 5, 11, 12, -13, -10, -7, -4, -2], [8, -9], [4, 13, -9], [-14, 2, 3, -13], [8, -5], [1, 3, 10, 11, -7], [-4, 13, 14, -10], [-1, -5, -4, -3, -2], [1, -14, 4, 13], [2, 13, -9], [4, 11, -14, -3, -1], [5, 12, -11, -10, -1], [4, 5, 6, 8, 11], [-6, 13, -10, -9], [-6, -12, 4, -10], [-6, -13, -12, -14, 10, -5, -3], [1, 2, 11, 14], [8, 10, 12], [3, 5, 7, -14, -13, -12, -4, -1], [3, 12, -14, -6, -4], [2, -13, -7, -5, -4], [-13, -1, 10, -3, 14], [1, 5, -11, 7], [-10, -11, 14, -9], [4, 5, 6, -12, 10, -1]]",1.0,0.43719482421875,1.0,1.0,1.0,1.0,0.43719482421875,T+,T+,T+,0.9984387542382642,0.7809913655436453,27.950393783825064,3920.8289464351164,159,241,159,241
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]",6110,10274,0.6270751953125,4,6,"[[14, -9], [8]]","[[-13, 6, -2, -9], [-8, -11], [-14, -1, -10], [-6, -13, -12], [4, 13], [2, -5, -4], [1, 12], [-8, 10, -4], [-14, 3], [1, 5, 9, -10, -7], [-5, -3, -2, -1], [9, -14, -11, 7], [11, 13, -9], [9, 14, -11, -5, -2], [2, -4, -3], [-14, 10, -13, 6], [-8, -3, 12, 5], [-7, -11, 13, -10], [-8, 5, 6, -10], [10, -5, 12], [8, 9, 12, 14, -13, -5, -4, -1], [8, 5, 6, -11, -1, 9, 14], [-8, -10, 7], [-8, 9, 11], [4, 6, 12, -13, -11, -10, -9, -7, -1], [9, 2, 5]]",0.9979248046875,0.4117431640625,0.4117431640625,0.9979248046875,0.9979248046875,0.9949852507374631,0.413818359375,T-,T+,T+,0.9981761983098935,0.7219311541594008,32.650833501966154,4978.161626275514,244,156,244,156
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]",7104,9280,0.56640625,3,4,"[[10, -11, -2], [-4]]","[[1, 5, 7, 8, 14, -13, -11, -10, -2], [1, 11, -10, -9, -8, -6], [-13, 6, -2, -9], [-8, 13], [9, -11], [8, -7, -13], [-6, 11, -1], [2, 3, -12], [-8, -3, -1, -10], [-13, 6, -10], [-1, 14, -9], [-14, 2, -12], [-14, 13, 7], [3, 13, 14], [1, 2, 8, 11, -12, -6, -5, -3], [-8, 10, -13], [12, -3, -2], [1, 5, 6, 8, 9, -2], [-14, 3, -5], [1, 8, 12, 14, -13, -11, -5, -4], [2, 10, 12], [4]]",0.99609375,0.45977783203125,0.45977783203125,0.99609375,0.99609375,0.9915756219560353,0.46368408203125,T-,T+,T+,0.9979200926776318,0.7411523090307724,37.23579600268731,4634.052543130641,267,133,267,133
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]",9836,6548,0.600341796875,7,6.285714285714286,"[[-6, -5, 13], [-7, 2, -6, 4], [-8, 9], [1, -10, -9, -4, 14]]","[[10, -14], [11, -10], [5, 4, -12], [2, -4], [-8, -12, 6], [1, -6, 3], [13, 7], [-7, 3, -1], [2, 12, -3], [5, 13, 6], [8, 4], [3, -5], [-3, -2], [-13]]",0.965576171875,0.601318359375,0.601318359375,0.965576171875,0.965576171875,0.9766009852216748,0.5947265625,T-,T+,T+,0.9915507425772181,0.7918003440484566,151.26386757015047,3727.3198827022698,325,75,325,75
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]",3968,12416,0.7578125,5,4.2,"[[2], [9]]","[[4, 8, 11, -13, -7, -6], [1, 3, 12, -14, -11, -5, -2], [3, 6, 7, 8, -13, -10, -5, -1], [1, 3, 4, 11, 13, -14, -7, -5], [5, 6, 8, -13, -11, -10, -9, -7, -1], [3, 5, 6, 11, 12, -13, -10, -8], [1, 6, 14, -13, -11, -10, -9, -3], [1, 11, -10, -9, -8, -6], [1, 4, 6, 10, -13, -11, -9, -8, -7], [1, 5, 11, 12, -13, -10, -7, -4, -2], [3, 4, -13, -11, -8, -5, -1], [6, -14, -12, -10, -8, -3, -1], [5, 6, 11, -12, -10, -8, -2], [-2, -9], [-5, -3, -2], [-6, -4, -11], [-11, 10, 5, 13], [8, 4, -3], [-8, 4, 14, 7], [-14, -5, 13, -9], [10, -14, 4, -2], [-8, -13, -12, 14], [8, 10, -2, 7], [4, -13, -12, -10, -6], [6, 10, -13, -7, -5], [1, -13, 4, 5, 8, -7, 11], [-14, -13, 4, 7, -8, -6], [10, 3, -12, -4], [-8, -4, 14, -2], [-8, -14, -5, -2], [-13, 5, 7, 8, 14], [1, -11, -5, 12, -3], [1, 5, -11, 7], [1, 12, -3, -2], [-6, 3, 5, -9], [-12, -1, 14], [-13, 6, -10, -8, -7, 12], [4, 6, 8, -7, -5, 12], [13, -10, 7]]",0.9921875,0.41534423828125,0.9921875,0.9921875,0.9921875,0.9815375739218232,0.42315673828125,T+,T+,T+,0.9984387542382642,0.7876297663249296,27.950393783825064,3801.984162046108,168,232,168,232
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",15844,540,0.967041015625,2,7,"[[3, 6, 8, -13, -1]]","[[-11, -10], [-8, 10], [11, -10], [3, -5], [2, -4, -3], [-3, -2], [3, 5], [8, 4]]",0.998291015625,0.967041015625,0.967041015625,0.998291015625,0.998291015625,0.9982358870967742,0.96875,T-,T+,T+,0.9979666417305535,0.9849128250578526,36.40244587209676,270.1000003033679,397,3,397,3
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",16360,24,0.99853515625,2,10.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]",5408,10976,0.669921875,9,5.222222222222222,"[[-10, -1], [10, 3], [13, -9], [-5, 13, -1, 7], [2, 4, 5, 6, 7, 8, 9, 12, -14, -10], [1, 11, 13, -2]]","[[8, 9, 14, -11, -10, -6, -5, -2], [1, 2, 3, 8, 13, -14, -5], [6, 7, 8, 11, 14, -2, -5, -4, -3, -1], [2, 7, 13, 14, -11, -8, -4], [5, 7, 8, 9, -13, -10, -6, -4], [-13, 6, -2, -9], [2, 11, 12, 14, -13, -7, -5, -4], [1, 3, 6, 8, 9, -14, -2], [5, 6, 11, -12, -10, -8, -2], [1, -10], [10, -3], [-14, 12, -11], [-8, -2, 14], [8, -13, -9], [-8, 1, -5], [-6, 4, -3], [7, 9, 11, -12, -1], [-13, -12, -5, -4, -3, -1], [5, -7, -6, -4, -3], [-12, -11, -10, 8, -7, -6, 14], [3, 5, -11, 8, -6, -4, 14], [-12, -10, -9, -2, 11, -4, 14], [8, -7, 12, -3], [1, -5, -11], [8, 11, 4], [-14, -6, -11], [3, -9, 11, 12, -4], [3, -10, -8, 9, -6, 13], [-8, 4, -11], [-12, 5, 6, -9, -1, 8, 14], [-8, -13, 5], [-14, -12, -11, -9, -7, 10, -5], [9, 2, 6], [-12, -11, 8, -5, -4, 13, -2], [10, 12, 7]]",0.97509765625,0.40338134765625,0.40338134765625,0.97509765625,0.97509765625,0.9542857142857143,0.41656494140625,T-,T+,T+,0.9919363443158967,0.7332536269054247,144.36058513765678,4775.4596688936435,214,186,214,186
