3 4 5 12 14 21 24 30 33 39 43 47 52 58 62 66 71 78 82 88 92 98 102 106 111 117 122 125 131 137 141 146 150 155
3 4 8 12 14 21 23 30 34 39 43 49 52 58 63 66 72 78 83 88 92 98 102 107 112 117 122 127 131 137 141 146 151 155
3 4 8 12 17 21 24 30 35 39 45 47 52 58 62 68 72 78 82 88 93 98 102 107 111 117 122 125 131 137 141 146 150 155
3 4 5 12 14 18 23 31 34 39 41 49 54 59 64 65 72 78 82 88 90 95 100 108 113 117 123 124 131 137 139 143 148 156
2 4 5 9 14 21 23 31 35 37 43 49 52 58 62 68 74 75 80 85 94 95 102 107 113 114 119 128 129 134 141 146 148 156
3 4 5 9 14 21 24 27 35 39 41 46 52 58 62 68 74 76 83 86 93 95 100 104 113 115 119 124 129 134 142 143 151 155
3 4 7 9 14 21 23 30 35 40 45 47 52 58 62 68 73 76 83 85 94 95 102 107 111 117 123 125 131 135 141 146 151 155
3 4 8 12 17 19 26 28 35 37 45 47 53 59 63 65 73 76 83 86 92 99 103 107 112 115 122 125 132 135 142 144 149 152
3 4 5 12 15 21 23 27 33 39 41 49 51 58 61 67 71 75 81 86 92 96 103 105 109 115 122 125 129 137 142 146 149 153
2 4 8 9 17 22 23 27 35 36 43 49 52 58 60 69 74 75 84 85 91 99 103 104 113 114 123 124 129 134 141 146 151 152
3 4 8 12 17 18 26 27 35 36 45 46 54 55 64 65 74 75 84 85 94 96 103 104 113 114 123 124 133 134 142 143 151 152
2 4 5 9 17 22 26 27 32 40 45 46 50 55 62 68 74 79 80 85 94 95 103 104 113 118 123 124 133 134 139 147 151 152
2 4 8 13 14 18 23 27 34 39 43 49 50 55 62 68 72 78 82 88 90 99 103 108 111 117 123 124 131 137 139 143 148 152
2 4 5 13 17 18 23 31 34 39 45 49 50 56 64 69 70 75 84 85 90 95 103 108 113 114 123 128 133 138 141 146 148 152
3 4 6 12 17 21 26 30 35 37 44 49 53 55 63 68 73 76 83 88 94 96 103 105 112 115 123 125 132 137 142 146 151 155
2 4 5 9 14 21 23 30 34 39 43 49 52 58 64 65 72 78 80 85 92 98 103 108 113 114 123 124 131 137 141 146 151 155
3 4 8 9 14 21 26 27 35 39 42 46 52 58 62 68 73 75 83 86 92 98 103 104 109 114 119 124 133 134 142 143 151 155
3 4 6 12 15 21 24 30 34 39 43 49 52 58 62 68 72 78 81 88 92 98 102 107 110 115 121 125 129 134 141 144 151 153
3 4 5 12 14 21 23 30 35 39 44 49 52 58 62 68 73 75 83 85 92 98 102 107 110 114 123 124 132 135 141 146 151 155
3 4 5 12 14 21 23 30 32 40 43 49 54 58 62 66 72 78 80 85 92 98 103 104 111 117 123 125 131 137 141 146 151 155
3 4 5 12 14 21 23 27 35 39 44 49 51 58 61 66 73 78 83 88 91 98 101 105 112 117 122 125 132 137 140 144 151 153
3 4 8 13 17 18 26 30 35 39 44 49 53 58 63 68 73 76 83 88 93 98 103 107 113 115 122 125 132 137 142 144 151 155
3 4 6 9 17 21 23 27 35 36 44 46 52 58 60 66 71 78 84 85 92 98 102 107 110 118 122 125 131 137 142 146 151 155
2 4 8 9 17 22 26 31 35 40 45 49 54 55 64 69 74 79 84 85 94 95 103 104 113 114 123 128 133 134 142 147 151 156
3 4 8 13 14 22 23 30 34 39 42 47 52 56 62 66 72 78 82 88 92 98 102 107 111 117 122 125 131 137 141 146 151 155
