3 7 13 16
6 11 14 17
3 10 13 16
4 11 14 17
4 9 13 16
3 8 14 17
4 11 14 17
4 11 14 17
6 10 14 17
3 7 13 16
6 11 14 17
2 7 13 16
3 10 13 16
4 7 14 17
6 11 14 17
6 10 14 17
3 7 13 16
3 10 14 17
3 10 13 16
2 10 13 16
4 11 14 17
3 7 13 16
3 7 14 17
6 11 13 16
4 8 14 17
3 9 13 16
5 9 13 16
6 11 13 16
4 11 14 17
4 10 14 17
3 7 13 16
2 7 13 16
3 9 13 16
6 11 14 17
4 7 13 16
3 9 13 16
6 10 14 17
6 11 14 17
3 7 14 16
4 7 14 17
6 8 14 17
6 10 14 16
3 7 14 17
3 8 13 16
6 10 14 17
6 8 14 17
4 8 14 17
3 10 13 16
3 11 14 17
3 7 14 16
6 11 14 17
3 10 14 17
4 8 14 17
6 11 14 17
2 7 13 16
4 11 13 16
4 8 13 16
3 7 13 16
3 9 13 16
4 10 14 17
6 11 14 17
5 10 13 16
2 7 13 16
4 11 14 17
6 11 14 16
4 11 13 16
3 8 13 16
6 9 14 17
3 10 14 17
6 11 14 17
2 7 13 17
4 8 14 16
4 7 14 17
3 7 13 16
3 8 13 16
6 11 14 17
3 7 13 16
6 10 14 17
6 7 14 17
3 7 14 17
6 10 14 17
3 7 14 16
3 10 13 16
3 7 13 16
6 8 14 16
3 7 13 16
4 9 14 17
4 7 13 16
3 8 14 17
