3 14 28 29 31 35 39 41 45 49 55 60 62 70 76 82 87 95 100 105 109 112 120 126 127 132
2 9 28 29 32 36 39 41 43 47 52 58 62 70 76 81 87 93 99 107 109 114 121 126 127 133
3 23 28 29 31 35 38 41 44 48 53 59 62 71 76 82 87 95 98 106 109 112 120 123 127 132
4 17 28 29 32 36 39 41 43 47 53 58 62 70 76 81 87 93 99 106 109 115 121 126 127 133
3 17 28 30 31 35 39 41 44 49 53 58 62 70 76 82 91 93 101 105 109 115 120 125 127 133
20 28 29 32 37 40 42 43 47 53 58 65 71 77 85 90 95 98 107 111 116 118 123 130 133
2 24 28 29 31 36 39 41 43 47 53 59 62 70 76 81 87 93 98 106 109 112 120 126 127 132
24 28 29 31 34 40 41 46 50 55 59 66 67 77 84 90 94 100 106 110 113 118 123 129 133
5 18 28 29 32 36 40 41 46 49 55 57 66 72 77 85 90 95 99 106 110 113 118 123 130 133
8 28 29 31 35 40 41 46 51 56 61 66 70 77 85 90 95 100 105 111 114 117 122 130 132
1 23 28 29 32 36 39 41 43 47 52 59 62 71 76 82 87 95 98 105 109 112 120 126 127 133
15 28 29 32 33 40 41 46 51 56 59 66 72 74 85 90 96 100 105 111 112 117 122 130 133
20 28 29 32 33 40 42 43 47 53 58 65 71 77 85 90 95 98 107 111 116 118 123 130 133
2 24 28 29 31 35 39 41 43 47 53 59 62 70 76 81 87 93 98 106 109 112 121 126 127 132
2 24 28 29 31 35 39 41 43 47 53 59 62 70 76 81 87 93 98 106 109 112 121 126 127 132
3 24 28 29 32 33 40 41 44 49 53 58 64 70 76 83 90 95 102 106 109 112 120 125 127 133
1 26 28 29 31 34 40 41 46 50 55 61 66 70 76 83 90 96 99 107 109 114 120 124 128 133
4 17 28 30 32 36 39 41 43 47 52 58 62 70 76 81 91 93 100 105 109 115 120 125 127 133
1 23 28 30 31 34 38 41 44 49 53 59 64 71 76 82 90 95 98 105 109 112 120 123 128 132
12 28 29 32 35 39 41 43 47 52 58 62 70 76 81 87 93 99 107 109 114 121 126 133
5 24 28 29 32 36 40 41 46 49 55 58 66 67 77 84 90 94 100 106 110 113 118 123 130 133
4 13 27 30 31 35 40 41 46 49 55 61 66 69 76 84 89 95 102 107 109 112 120 126 130 132
7 28 29 32 35 39 41 46 49 54 59 63 70 75 82 90 93 100 105 109 115 118 123 129 133
4 24 28 29 32 36 40 41 43 47 52 59 62 70 76 81 87 93 98 106 109 112 121 126 127 133
4 13 28 29 31 35 40 41 46 49 55 61 66 69 76 82 90 95 99 105 109 112 118 123 128 132
2 26 28 29 31 35 40 41 46 50 56 60 66 72 77 84 90 95 98 105 110 115 118 123 130 133
1 24 28 29 32 36 39 41 43 47 52 59 62 70 76 81 87 93 98 106 108 112 121 126 127 133
20 28 29 32 33 40 42 43 47 53 58 65 71 77 85 90 95 98 107 111 116 118 123 130 133
14 27 29 31 35 40 41 46 49 54 59 64 70 76 82 89 95 102 107 109 112 121 126 130 132
3 22 28 30 31 35 39 41 46 49 55 61 65 67 76 82 90 95 99 106 110 115 118 123 130 133
20 28 29 32 36 40 41 44 49 56 58 66 68 74 85 90 97 99 107 111 115 118 124 133
25 27 30 31 35 39 41 46 49 55 59 64 70 76 81 89 93 100 107 109 112 121 126 128 132
3 14 28 29 32 36 39 41 43 47 53 59 62 70 76 81 87 93 99 106 109 112 121 126 127 133
3 25 27 29 32 35 39 41 44 48 53 60 62 70 76 81 89 93 100 107 108 112 121 126 127 133
1 24 28 29 31 36 39 41 46 49 55 59 62 70 76 82 90 95 102 105 109 112 120 126 127 133
3 15 28 29 32 37 40 41 44 49 56 58 66 72 74 85 90 95 99 105 110 112 117 122 130 133
25 28 29 31 35 39 41 46 49 55 59 64 70 75 82 90 93 100 105 109 115 118 123 128 132
1 11 28 29 31 35 39 41 44 49 53 59 62 70 76 82 90 93 102 106 109 115 120 124 128 132
3 14 28 29 32 36 39 41 43 47 53 59 62 70 76 81 87 93 99 106 109 112 121 126 127 133
3 11 28 29 32 36 39 41 44 47 53 59 62 70 76 82 86 93 102 106 109 115 120 126 127 132
3 24 28 29 32 36 40 41 44 49 53 58 65 70 76 83 90 95 102 106 109 112 120 125 128 133
3 14 28 29 32 36 40 41 43 47 53 57 62 73 80 81 88 106 109 116 118 123 128 133
1 19 28 29 31 34 39 41 46 49 53 61 64 70 76 82 87 95 101 105 109 112 120 125 127 133
3 14 28 29 32 36 39 41 45 49 55 59 62 70 76 82 87 95 100 105 109 112 120 126 127 133
1 9 28 29 31 35 39 41 43 47 52 58 62 70 76 81 87 93 99 107 109 114 121 126 127 132
7 28 29 31 34 39 41 46 51 56 60 66 70 75 82 90 93 100 105 109 115 118 123 130 133
2 24 28 29 31 34 38 41 43 47 52 61 66 70 76 81 87 93 98 106 108 112 120 126 127 132
3 11 28 29 32 36 39 41 43 47 52 58 62 70 76 81 86 93 100 106 109 116 121 126 127 133
16 28 30 32 36 40 41 46 49 55 59 65 70 76 83 90 96 99 105 111 112 118 123 130 133
5 18 28 30 32 36 40 41 43 48 55 57 66 72 77 85 90 95 99 105 111 113 118 123 130 133
3 26 28 30 31 35 40 41 46 50 55 61 66 70 76 82 90 95 99 105 110 112 118 122 130 133
12 28 29 31 35 39 41 43 47 52 58 62 70 76 81 87 93 99 107 109 114 121 126 132
1 24 28 29 31 35 39 41 46 49 55 59 62 70 76 82 90 95 102 105 109 112 120 126 128 133
1 24 28 29 32 36 39 41 43 47 52 59 62 70 76 81 87 93 98 106 108 112 121 126 127 133
2 25 27 30 31 35 39 41 44 48 53 60 62 70 76 81 89 93 100 107 109 112 121 126 127 133
3 23 28 29 31 35 39 41 44 48 53 59 62 71 76 82 87 95 98 107 109 112 121 126 127 132
13 28 29 32 35 40 41 46 51 56 57 66 72 79 85 90 95 98 107 111 112 117 122 130 132
25 28 29 32 37 39 41 43 47 53 60 62 70 76 82 90 93 100 105 109 115 120 124 128 133
3 14 28 29 32 36 39 41 45 49 55 59 62 70 76 82 87 95 100 105 109 112 120 126 127 133
4 8 28 29 31 35 40 41 46 49 53 59 65 70 77 84 90 95 99 106 109 112 118 124 130 132
2 25 27 29 31 35 39 41 44 48 53 60 62 70 76 81 89 93 100 107 108 112 121 126 127 133
3 10 28 29 31 34 39 41 46 49 53 61 64 70 76 82 87 95 101 105 109 112 120 125 127 133
3 10 28 29 31 36 39 41 43 47 52 58 62 70 76 81 87 93 99 106 109 115 121 126 127 133
15 28 29 31 35 40 41 46 51 56 61 66 72 74 85 90 96 100 105 111 112 117 122 130 132
3 17 28 30 32 36 39 41 44 49 53 57 62 70 76 82 91 93 101 105 109 115 120 125 127 133
3 10 28 30 32 36 39 41 43 47 52 58 62 70 76 81 90 93 100 105 109 115 120 125 127 133
3 14 28 29 31 35 40 41 46 49 54 59 64 70 76 83 90 96 99 105 109 112 118 123 130 132
2 25 28 29 31 35 39 41 44 48 53 60 62 70 76 82 90 93 100 106 109 113 120 126 127 133
8 28 29 31 35 40 41 46 50 55 60 66 70 77 84 90 95 99 106 109 112 118 123 130 133
3 13 28 29 31 35 40 41 46 51 56 59 66 67 77 85 90 95 102 105 111 112 117 122 130 132
1 26 28 30 31 34 40 41 46 50 55 61 66 70 76 82 90 95 99 105 110 112 118 122 130 133
13 28 29 31 34 40 41 46 51 55 61 66 69 76 82 90 95 98 105 109 112 118 123 130 132
3 10 28 30 32 36 39 41 43 49 54 57 65 70 76 84 88 95 102 103 110 112 118 123 128 133
4 7 28 29 31 35 39 41 46 49 54 59 62 70 76 82 90 93 100 107 109 115 120 125 128 133
3 19 28 29 31 35 39 41 43 47 52 58 62 70 76 81 87 93 99 106 109 115 121 126 127 133
3 14 28 29 31 36 39 41 45 49 55 60 62 70 76 82 87 95 100 105 109 112 120 126 128 132
3 19 28 29 31 35 39 41 43 47 52 58 62 70 76 81 87 93 99 106 109 115 121 126 127 133
2 24 28 29 31 36 39 41 43 47 53 59 62 70 76 81 87 93 98 106 109 112 121 126 127 132
3 14 28 29 32 36 40 41 43 47 53 57 63 73 80 81 90 106 110 116 117 123 129 133
1 24 28 29 31 36 39 41 46 49 55 59 62 70 76 82 90 95 102 105 109 112 120 126 128 133
3 25 28 29 32 35 39 41 44 48 53 60 62 70 76 82 90 93 100 106 109 113 120 126 127 133
4 24 28 29 32 35 40 41 43 47 52 59 62 67 76 81 90 94 99 106 109 116 120 124 127 133
