-2 -7 -8 -10 13 -16 20 -21 25 -31 -35 54 -61 -65 -76 -84 85 -95 -96 101
12 -14 -16 -21 -27 29 -35 -52 -59 -75 -81 85 86 88 89 -90 91 -93 96 101
-7 -8 -17 -18 -30 -36 -44 -49 50 55 56 57 -69 74 -75 79 -81 -86 100 101
4 12 -17 19 20 22 -26 -27 -28 32 -44 55 -59 60 70 -75 -90 -91 97 101
3 9 -11 12 13 -15 20 -21 -23 34 -36 -37 -44 -47 54 -68 -69 -73 -84 101
-15 -18 -23 34 39 40 -47 48 -52 56 60 -65 71 -80 82 -84 -88 -90 -93 101
3 -10 -18 20 -21 -23 42 -45 57 -59 -66 -76 -80 -81 84 -90 -92 95 97 101
4 -5 -10 19 -33 34 -45 -49 -59 -65 -66 70 72 -73 -75 82 85 -89 -93 101
4 12 13 -18 -21 -24 -28 -31 -43 -44 -49 55 -67 -68 70 -73 74 79 89 101
-11 -18 -24 39 -41 -47 -51 -62 -65 -68 -69 -76 -80 82 -88 -90 -92 -93 -96 101
-2 9 -11 -24 25 -31 -36 -41 -49 54 55 -59 60 74 -76 -80 96 99 100 101
1 -7 -11 -16 19 -23 -28 29 39 42 -45 56 -67 -73 79 -81 97 -98 100 101
-6 -10 -11 -18 19 25 -26 -31 34 -41 56 -59 -64 -73 -77 -78 -93 -95 99 101
1 3 4 -18 22 -24 25 -37 40 53 55 -78 -80 -81 82 85 90 91 96 101
-5 -7 -16 -26 -27 -35 -36 46 -49 -52 53 -59 -64 -68 70 71 74 -95 -98 101
1 3 12 -24 -33 -37 38 39 53 55 -59 -61 -69 -73 -75 79 87 -93 97 101
-8 -17 -23 -24 -28 -30 34 39 40 -41 -61 63 74 -77 -78 -81 -86 97 99 101
-8 9 13 22 34 40 46 48 -52 54 -65 -67 71 -77 -81 82 -90 -93 97 101
-7 12 -17 -18 -23 -24 -36 39 -44 46 55 -66 -77 79 -81 82 89 90 100 101
-2 4 -6 -10 -15 -16 29 -41 -47 48 -49 -61 -68 70 72 82 87 -89 97 101
-14 -17 -28 -31 -35 -36 -41 -69 70 74 -78 -87 -88 91 -92 94 -95 -96 -98 101
-2 3 -15 19 20 -21 -26 -28 46 54 -61 -64 -69 79 -81 84 -90 -91 -98 101
12 20 -24 -28 32 -35 -51 53 56 -64 -65 -66 -67 -76 -77 -81 -87 -90 97 101
3 -6 -15 19 -28 -37 39 -49 -51 -59 60 -67 -73 -75 79 82 -84 90 -92 101
-11 -16 -21 -24 25 -28 -30 -33 -43 -44 54 -68 70 -84 85 91 -95 -96 97 101
9 25 29 -31 32 -37 40 -47 -62 -65 70 -73 -75 -77 79 -81 85 -89 -93 101
1 -10 -14 20 -23 -26 29 -30 39 -41 42 48 54 -61 -64 -90 -96 -98 100 101
-6 -14 -15 19 20 -21 -24 -27 -28 -31 38 -45 56 -66 -69 74 -76 83 -90 101
1 -2 12 -15 -18 20 -21 -31 42 48 -51 -62 -69 -81 -84 89 -94 95 100 101
-2 3 -6 -8 -15 -16 -26 -36 -41 42 -47 60 -73 -75 -78 -81 85 89 100 101
-2 19 -28 -30 -33 34 40 -41 46 54 57 -61 -64 -78 79 83 -86 -98 100 101
1 12 19 -23 -26 34 -43 50 -59 -64 72 -76 79 88 89 91 -92 95 99 101
1 3 -5 -6 -7 20 -21 -30 -33 46 -49 53 54 -61 -68 -69 -75 86 91 101
1 9 -11 19 -35 -37 -49 54 -58 -59 -64 -65 70 71 74 -75 -80 89 -93 101
1 -15 -30 42 46 -51 56 57 -62 63 -65 -69 83 86 88 -93 -95 -96 100 101
-7 -8 -16 -17 19 25 -28 -30 -36 38 39 -41 -58 -59 -62 -64 -80 -81 97 101
9 -14 -15 -21 -27 42 -43 -49 54 55 60 63 -69 72 -77 83 -87 -88 99 101
1 9 -14 -30 32 48 -52 60 -65 70 72 -75 -76 -78 79 85 96 -99 100 101
4 12 -15 -23 -24 -26 -30 38 -43 53 57 74 -78 82 -86 87 -90 -93 -94 101
3 -5 9 39 -43 -44 -45 -51 53 -62 63 71 72 -76 -81 86 -88 -91 -98 101
1 4 12 13 -16 20 -21 -27 -28 32 -43 -64 -66 -68 -69 -76 79 89 99 101
-5 -8 9 12 20 22 25 -26 -27 -28 -36 -43 -44 -67 -75 -84 89 91 97 101
3 13 -14 -17 25 -28 32 -36 46 50 -61 -66 -69 71 72 74 85 -94 -98 101
-5 -11 -15 22 -26 29 32 -35 -41 -45 54 56 -58 74 -75 -76 -81 83 99 101
4 -10 13 -21 -27 -28 29 39 42 -45 -47 -66 72 -76 -90 -91 -95 -96 100 101
-2 4 -7 -8 -15 -18 19 -21 -26 -27 -33 46 -51 56 57 -64 -68 74 100 101
-5 -10 -11 13 22 34 38 -41 -49 53 54 55 60 -66 -78 82 -88 -95 -98 101
9 13 -16 22 -44 -47 48 53 54 56 -58 -59 -61 -66 -81 -86 88 91 97 101
-2 -5 -7 -11 -18 -21 -23 32 54 56 57 -58 -73 82 83 -87 89 -92 -98 101
-6 -8 -10 13 -18 19 32 -33 -36 38 57 -58 -66 70 -73 -75 -86 87 100 101
-2 4 -11 -14 -21 -24 -27 -35 -36 -41 42 46 53 57 70 -81 -96 -98 -99 101
-6 -16 -17 -26 34 39 42 -45 57 60 -61 -66 -68 70 -78 79 -80 82 -98 101
9 -16 -26 -30 40 -41 50 54 -59 -64 72 -73 -75 -78 -81 83 -94 -95 100 101
-10 13 -14 -21 22 -24 29 -35 -45 50 -65 70 -78 79 -81 82 -87 -91 100 101
-7 -17 25 -27 -33 -35 -41 -43 -45 48 50 -58 -69 -75 79 88 -89 -98 99 101
-2 -7 -10 -21 -28 40 -43 -47 48 -61 -64 -66 71 72 -86 87 89 97 -98 101
-6 12 -24 -35 -43 46 -49 -52 57 -65 -68 -69 72 91 -92 -95 -98 -99 100 101
-8 -10 -16 -18 25 -31 -43 -45 50 -51 53 -58 -66 -68 -77 85 90 91 -92 101
-7 -21 -30 39 -43 48 50 -51 53 54 -76 -78 -80 83 85 87 88 94 -95 101
-8 9 19 -28 -33 -45 46 55 60 63 -65 -67 79 82 -84 89 92 97 100 101
1 4 -18 19 20 -26 -27 -30 -31 -36 -41 56 -61 -67 -68 71 79 85 100 101
4 -5 -6 9 -21 -24 -27 -37 39 -45 56 -58 60 74 83 84 85 88 100 101
3 -8 -15 -18 25 -28 42 55 -59 -62 -68 71 72 -73 79 83 85 -92 -93 101
-5 -6 -10 -14 -16 -33 42 46 -65 -67 71 72 -77 79 82 86 87 99 100 101
3 -10 -14 -15 -18 -24 -36 -37 -44 -49 50 -61 -65 -66 -67 72 -78 -90 -96 101
-11 -15 -16 -17 -21 29 -41 46 -47 -49 55 71 -73 -75 -77 79 83 87 89 101
1 -2 -5 -16 -18 20 -24 -37 -45 -49 50 -75 -76 79 -80 82 83 -95 97 101
4 9 13 -14 -18 19 -30 -35 -36 39 40 -45 50 -51 -69 71 84 -93 97 101
1 -17 -24 25 34 38 -41 42 -45 46 48 50 -59 60 -64 71 -76 -77 -93 101
-5 -8 -10 12 -23 25 29 42 -52 56 60 -73 -75 -76 79 83 89 95 -98 101
3 -10 -11 -17 20 -21 25 -28 29 -43 -45 -67 72 79 -81 85 88 -92 -93 101
4 -10 12 -15 -23 -33 38 -45 46 -47 48 -52 -59 -75 -76 95 -96 -98 100 101
1 4 12 25 -26 -30 46 -47 48 50 -51 53 56 -59 -62 -65 -81 85 -99 101
1 3 -10 -11 12 19 22 25 -27 -30 -36 -37 -44 50 -58 -59 -64 -73 -86 101
13 -18 22 -24 -27 -33 54 56 -61 -62 -65 -69 71 -73 -75 -80 88 96 -98 101
-2 -7 12 -17 -27 -30 34 -41 42 -47 -52 -58 60 -64 -66 -67 -77 -80 89 101
-7 12 19 -21 -24 29 -33 -35 -36 48 -51 54 56 79 83 85 -88 -90 97 101
-10 12 -14 -16 -18 20 -31 -37 -43 46 -47 -68 71 72 -80 -84 86 91 -94 101
-2 -10 -23 -24 -30 42 -45 -52 -59 -66 72 -73 -76 79 -81 -89 97 99 100 101
13 -15 20 -36 -37 -45 46 57 -59 63 -64 -66 -67 -73 -77 -78 82 87 97 101
-5 -11 -15 -16 -21 22 -23 -27 -35 38 46 -51 60 79 -80 -84 87 -88 96 101
-16 22 -28 32 38 40 -43 -45 48 -49 63 -64 -68 72 -76 88 -90 91 97 101
