-5 -11 -15 -17 20 -23 25 -31 34 -43 -44 53 70 79 82 -88 -92 94 -99 101
-15 19 -26 -37 -41 42 -44 46 -47 -59 -62 -65 72 79 83 85 87 92 94 101
-8 -16 -27 29 -30 39 -43 50 55 -59 60 -62 -65 -68 72 -77 79 92 -94 101
-2 3 4 -6 -10 12 29 -30 48 53 -58 -62 -65 -67 -76 -78 83 -86 -96 101
1 -7 22 -23 25 -26 34 -37 40 -47 50 53 -59 -62 -64 -67 -78 -81 88 101
4 13 20 -23 25 -26 -31 -45 -52 57 -61 -66 70 -75 -77 87 -91 94 99 101
-2 -5 -6 -16 -27 29 39 -45 -47 48 -51 54 -58 -64 -66 -68 -69 74 -84 101
-10 12 -27 -28 -30 32 -35 -41 -45 46 54 56 -64 79 -81 84 -93 -96 97 101
3 4 -6 -14 -18 19 -21 -27 34 38 40 42 -51 54 -64 -77 85 -92 -95 101
1 -11 -26 34 -36 -37 39 -49 53 54 -62 -68 70 -76 -78 -90 92 -95 97 101
-11 -17 -18 -24 -26 -33 -41 -43 48 -64 70 71 79 -81 -86 -88 91 -98 -99 101
9 29 32 -36 -37 39 -43 -45 46 48 -49 56 -61 -62 70 71 82 -86 -98 101
12 -14 19 22 -23 -30 -33 50 53 54 56 57 -58 -61 -68 -80 89 -91 -92 101
9 12 19 -21 -24 -28 29 -30 -31 40 42 -43 -44 -47 -49 53 -73 -78 86 101
-2 -24 -27 -37 39 -49 -51 60 -61 -66 -67 70 71 72 74 -92 -93 95 -98 101
-2 -15 22 29 -30 -31 -35 -37 46 -47 -49 56 -61 -68 -76 -77 -80 83 99 101
1 3 9 -11 19 20 -23 -28 32 39 -52 54 56 60 -67 74 79 88 -95 101
-8 12 -15 -31 -35 -45 -47 48 54 56 57 -58 -62 -66 -67 -69 87 88 -98 101
9 -10 -14 -27 29 -31 32 34 -36 39 46 57 -67 71 74 -75 -81 94 -98 101
4 -7 -11 25 -26 29 34 -35 -41 -47 55 60 -61 63 -69 83 -84 -93 -98 101
-2 -11 12 -26 -33 -35 39 -41 48 -51 -61 63 -67 -77 -84 85 -89 -90 94 101
-15 -21 22 -23 29 -41 -44 -45 46 48 -51 56 -58 -62 -67 -77 -91 97 99 101
1 -2 -6 -7 -14 -16 -18 19 20 -30 46 55 74 -75 -77 -84 85 91 -99 101
-2 -15 -16 -17 20 -24 -28 32 34 40 -47 -52 53 55 -80 92 -93 96 100 101
1 4 -21 -33 -37 38 -47 -58 -59 60 71 -73 -75 -76 -77 -81 82 -86 -93 101
3 -14 -17 -21 -24 25 -26 32 -37 38 39 -47 57 -65 72 79 83 -91 -92 101
-2 -14 -15 -17 -18 20 -24 29 38 -51 63 -64 -69 72 -81 83 87 -91 -95 101
-2 -8 -23 25 32 -33 -37 -47 50 53 57 -59 -69 -78 94 95 -98 99 100 101
3 -7 -21 22 29 -31 -33 48 55 57 -64 72 79 -80 -81 87 -88 95 -96 101
-6 -7 22 -28 -37 38 -49 -52 57 -58 -59 -66 -80 -81 82 85 -90 -98 100 101
-2 9 -15 22 -28 38 -44 46 -59 -61 -67 -69 -76 -78 82 -84 -93 97 100 101
-8 13 -17 -18 -28 32 34 39 -44 46 -51 56 -61 -66 -67 -75 -84 -93 -96 101
1 -8 9 -11 -16 -24 -28 -37 38 -41 56 60 -68 79 -84 85 -90 92 -95 101
-18 20 22 -26 29 -30 38 -44 54 55 56 -61 -68 -73 -77 82 89 -94 -96 101
-7 -11 13 22 -23 -24 25 -26 32 40 -49 60 -69 79 82 85 -91 94 -98 101
3 25 -26 -30 -35 38 40 42 -49 60 63 -66 70 -75 83 84 85 91 -98 101
-15 -16 -17 20 -21 22 -27 -35 -36 38 53 -61 -62 -64 -65 -73 74 82 -84 101
4 -6 -8 -10 -14 20 -24 25 -27 29 34 -41 60 -62 -66 -80 91 -95 100 101
3 4 -14 -24 -28 -33 -37 40 50 56 -58 63 -65 -68 -78 83 91 97 -98 101
-2 9 -10 -15 -27 -31 -36 38 39 -41 -44 -47 -49 50 -62 -77 87 94 -96 101
4 -6 -8 -27 32 -41 42 54 55 57 -61 63 -64 -69 71 -73 -76 -77 97 101
3 -7 -10 20 -21 -30 -36 -43 -52 54 -64 -68 -76 -84 -91 94 -95 -99 100 101
3 -8 -10 -23 -24 -35 -41 -49 50 60 -61 63 -64 -68 -69 -80 89 97 100 101
4 -8 13 -18 20 22 -26 -27 -33 -36 39 46 -47 63 74 -75 -76 82 100 101
