3 8 13 18 22 29 30 35 39
5 6 10 17 22 25 34 35 39
4 8 14 17 21 28 31 35 42
5 9 12 17 20 26 34 35 39
4 8 13 17 22 28 31 35 42
5 6 10 19 20 29 34 38 42
3 8 13 18 21 28 30 35 39
4 8 14 17 21 28 31 35 39
4 8 13 19 21 29 30 35 39
4 8 14 17 21 28 31 35 42
3 8 13 18 22 28 31 35 39
4 9 10 17 21 26 34 35 42
4 8 13 18 21 29 31 35 42
4 7 12 17 23 27 33 35 42
4 8 10 17 24 25 34 35 39
4 6 13 17 23 29 31 35 42
3 8 13 18 21 29 30 35 42
4 8 13 18 22 29 30 35 39
3 7 13 18 23 29 30 35 39
3 8 13 18 21 29 30 35 39
4 8 12 18 22 29 31 36 39
3 8 13 17 21 28 31 35 39
4 8 12 18 21 28 33 37 42
3 8 12 17 22 29 31 35 42
3 8 13 18 21 28 30 35 39
5 8 12 17 20 26 34 35 39
4 8 13 19 21 29 30 35 39
4 8 13 18 21 28 31 35 39
3 8 13 18 22 27 30 35 39
3 8 13 18 21 29 30 35 39
3 8 13 17 21 29 30 35 39
5 6 10 19 21 29 34 35 42
4 8 13 17 21 29 31 35 42
4 8 14 18 20 28 30 35 42
4 8 13 17 21 29 31 35 39
4 8 13 17 21 29 32 35 42
4 8 13 17 21 28 31 35 39
4 8 14 17 21 29 31 35 39
4 8 14 18 21 28 31 35 42
3 7 13 18 23 29 30 35 39
3 8 13 18 21 29 30 35 39
3 8 13 18 22 29 30 35 39
4 8 14 17 21 29 30 35 42
3 8 13 18 22 29 30 35 42
3 8 13 18 23 27 30 35 39
3 9 13 19 20 26 30 35 42
4 8 13 18 21 29 30 35 39
3 8 13 18 22 29 30 35 42
4 9 10 18 20 27 34 35 42
3 8 13 18 21 29 30 35 39
3 8 13 18 22 29 30 35 39
4 8 14 17 21 28 30 35 39
3 8 13 18 22 29 30 35 39
3 8 13 18 22 29 30 35 42
4 8 13 17 21 29 31 35 42
3 7 13 19 23 29 30 35 42
4 8 14 17 21 29 30 35 39
3 8 13 18 22 29 30 35 39
3 8 13 19 21 29 30 35 39
5 8 10 17 20 27 34 35 42
3 8 13 18 21 29 30 35 42
3 9 12 19 21 29 30 35 39
3 7 12 18 23 29 31 35 39
3 9 13 17 22 27 30 35 42
4 7 12 18 22 29 32 35 39
4 8 12 18 21 28 33 35 42
3 8 13 18 22 29 30 35 39
