2 8 12 19 22 31 34 38 43 47 53 60 62
2 11 12 19 22 28 33 40 43 47 52 58 63
2 7 12 17 22 29 33 39 46 47 53 60 62
6 8 12 20 22 28 33 37 42 47 54 58 62
2 7 12 17 22 31 33 37 43 47 56 60 62
2 11 12 19 22 31 34 37 46 47 52 60 62
2 7 12 19 25 31 33 37 44 47 55 60 66
2 9 12 17 22 31 33 37 46 47 55 61 62
6 8 14 20 22 31 36 37 45 47 56 60 62
2 8 12 19 25 28 33 38 43 47 55 59 62
2 8 12 19 25 27 32 38 43 47 53 57 66
5 7 12 17 25 31 33 41 42 47 55 57 66
2 9 16 18 25 27 33 41 42 47 56 58 64
2 11 12 19 22 27 33 41 43 47 52 57 62
2 7 12 17 22 27 33 37 43 47 55 58 63
2 7 12 17 26 28 33 38 46 47 55 58 66
2 8 12 19 22 31 33 41 46 47 56 59 62
2 7 12 18 22 28 33 37 42 47 55 61 62
2 8 12 20 22 27 33 41 43 47 56 58 62
2 7 12 17 25 28 33 37 43 47 56 60 62
2 7 12 19 22 28 33 37 43 47 54 61 62
2 7 14 17 25 31 34 38 46 47 56 58 65
2 9 12 17 22 27 33 41 42 47 52 58 62
2 8 12 18 22 31 33 38 43 47 54 58 62
2 7 12 20 22 28 33 40 43 47 55 60 65
2 7 13 17 25 28 33 41 42 47 56 58 62
2 8 12 20 22 28 33 39 46 47 53 58 62
2 8 12 17 24 28 33 37 43 47 56 59 66
3 7 12 17 22 31 36 37 46 48 55 60 62
2 8 12 17 25 31 33 37 43 47 55 59 62
2 8 12 17 22 27 33 38 44 47 55 60 62
2 7 12 17 25 28 33 41 42 50 54 57 62
2 7 13 20 22 28 33 39 43 47 56 58 65
2 8 12 19 22 31 36 39 44 47 52 59 62
2 7 14 17 23 28 33 37 46 47 52 60 62
2 8 16 21 25 31 36 41 45 50 54 61 62
2 8 12 17 26 31 33 37 46 47 55 58 66
2 8 12 19 22 27 33 41 44 47 53 58 62
2 8 16 21 22 28 33 41 44 47 54 58 62
2 8 12 19 22 28 33 37 43 47 55 61 65
2 7 12 17 25 28 32 41 42 47 56 57 65
2 9 12 19 22 27 33 41 43 47 53 61 62
2 9 13 19 25 31 33 38 43 47 52 61 62
2 8 12 17 24 27 33 38 42 47 56 58 62
6 7 12 17 23 28 33 37 42 47 56 58 65
2 7 12 17 22 31 36 37 46 47 55 58 65
2 9 12 17 25 27 33 41 42 47 54 58 62
2 8 13 19 22 28 33 41 43 47 55 58 65
2 10 12 18 25 31 34 37 46 47 52 59 63
2 7 12 17 22 31 33 37 44 47 56 58 62
2 9 12 17 22 31 36 41 46 47 56 59 62
2 7 12 17 22 28 32 37 42 47 55 57 62
2 7 12 17 22 31 36 37 45 47 56 59 62
2 11 12 19 22 31 36 37 46 47 52 61 62
2 7 12 17 22 28 33 37 43 47 56 58 62
2 7 15 18 23 31 36 37 46 47 54 60 65
2 8 14 21 26 31 36 37 46 47 56 61 66
2 8 14 21 22 28 33 39 43 47 56 60 63
2 7 13 19 22 31 33 40 43 47 55 58 62
2 9 12 17 22 28 33 38 45 47 54 60 63
2 11 12 20 25 31 34 41 46 47 56 60 62
2 8 12 17 22 27 33 41 44 47 55 58 62
2 9 12 19 22 31 33 37 42 47 53 58 62
2 7 12 17 26 28 33 37 46 47 56 60 66
2 8 16 19 26 27 32 37 43 47 54 58 65
2 8 12 19 22 27 33 41 44 47 55 58 62
2 11 15 21 25 28 33 41 44 47 54 60 62
