6 9 14 18 19 23 27 29 33 36 39 44
2 9 13 17 22 25 27 29 33 37 42 44
6 10 14 18 22 25 27 29 33 35 39 43
6 9 13 18 19 23 27 29 33 38 39 43
6 10 13 16 21 25 27 29 33 37 41 43
6 8 13 17 20 24 27 29 33 37 41 44
6 9 14 17 20 23 27 29 33 36 41 44
6 9 13 18 20 23 27 29 33 37 40 43
3 10 12 17 20 23 27 29 33 37 42 43
6 10 13 18 21 23 27 29 33 35 41 44
6 10 14 18 21 25 27 29 33 37 41 43
6 10 13 17 22 25 27 29 33 35 41 43
6 9 13 17 19 23 27 29 33 36 39 43
6 10 13 17 22 25 27 29 33 37 42 43
6 9 12 17 19 23 27 29 33 37 39 43
6 9 14 17 21 24 27 29 33 37 41 43
6 9 14 18 22 26 27 29 33 37 40 43
5 8 13 17 21 23 27 29 33 37 41 43
2 10 13 16 20 23 27 29 33 37 40 43
6 9 13 18 19 23 27 29 33 37 41 43
5 9 14 17 20 23 27 29 33 37 41 43
6 10 13 17 19 23 27 29 33 38 42 43
2 8 12 16 20 24 27 29 33 37 41 43
6 10 13 17 21 25 27 29 33 35 42 43
6 9 13 18 19 24 27 29 33 38 39 43
3 9 14 16 21 24 27 29 33 35 39 43
6 10 13 18 19 23 27 29 33 37 41 43
5 9 13 17 19 24 27 29 33 37 40 43
6 9 14 17 19 23 27 29 33 37 39 43
6 9 14 17 19 24 27 29 33 38 41 44
6 10 13 17 19 23 27 29 33 38 42 44
3 9 14 18 20 23 27 29 33 37 40 43
6 9 13 17 19 24 27 29 33 35 40 43
6 9 12 16 19 24 27 29 33 37 39 43
2 10 14 18 21 24 27 29 33 36 40 44
6 10 13 17 21 25 27 29 33 35 39 43
3 10 13 17 21 23 27 29 33 37 40 43
6 9 13 17 19 23 27 29 33 38 41 43
6 10 14 18 19 23 27 29 33 38 42 44
6 9 14 18 22 26 27 29 33 38 42 43
6 8 12 17 21 25 27 31 33 36 41 43
6 9 13 16 20 23 27 29 33 35 41 44
6 9 13 17 21 23 27 29 33 35 40 43
6 10 13 17 19 23 27 29 33 37 41 44
6 9 13 17 21 25 27 29 33 35 41 43
3 9 14 17 19 24 27 29 33 37 42 43
6 9 13 18 20 23 27 29 33 36 41 43
6 10 13 17 22 23 27 29 33 37 39 43
6 9 13 17 21 25 27 29 33 37 40 43
6 9 13 17 22 26 27 29 33 35 41 43
6 9 12 17 19 23 27 29 33 38 41 44
3 10 13 17 19 23 27 29 33 35 40 44
3 10 14 17 20 24 27 29 33 37 41 44
6 10 14 17 19 24 27 29 33 37 41 44
6 10 14 17 21 23 27 29 33 37 39 43
6 9 13 17 21 25 27 29 33 37 41 44
6 9 13 17 19 24 27 29 33 37 41 43
6 8 14 16 19 23 27 29 33 35 39 43
6 10 13 17 19 23 27 29 33 37 41 43
6 10 13 17 19 25 27 29 33 38 41 43
2 9 14 18 19 23 27 29 33 36 40 44
6 9 13 17 19 23 27 29 33 37 41 43
6 10 13 16 21 23 27 29 33 36 41 43
6 9 14 17 22 25 27 29 33 38 41 43
3 9 13 17 19 23 27 29 33 37 41 44
6 9 14 17 19 23 27 29 33 38 41 43
6 10 13 18 19 23 27 29 33 38 39 43
6 10 13 18 19 24 27 29 33 36 41 43
6 9 13 17 19 23 27 29 33 37 41 43
6 9 13 17 21 25 27 29 33 38 39 44
6 8 12 16 20 24 27 29 33 36 40 43
6 9 14 17 19 24 27 29 33 35 40 43
9 13 16 19 23 27 29 33 36 39 44
6 10 12 16 20 24 27 29 33 35 40 44
6 10 14 17 20 24 27 29 33 37 41 44
6 9 13 16 19 23 27 29 33 37 41 43
6 9 12 18 19 24 27 29 33 35 41 43
6 9 14 17 19 23 27 29 33 38 41 43
5 8 12 16 20 24 27 30 33 37 42 43
6 9 14 17 20 23 27 29 33 37 41 43
6 9 13 17 19 23 27 29 33 37 42 43
6 9 13 17 22 25 27 29 33 38 42 43
6 10 14 18 19 23 27 29 33 37 42 43
6 9 13 17 21 23 27 29 33 37 41 44
6 9 13 17 20 23 27 29 33 37 41 43
3 9 13 17 19 23 27 29 33 35 40 43
3 7 12 17 20 24 27 30 33 37 42 43
6 9 13 17 20 23 27 29 33 35 40 44
4 9 13 17 19 23 27 29 33 38 39 43
5 9 13 17 22 23 27 29 33 37 41 44
6 10 14 17 19 23 27 29 33 37 41 43
3 10 14 18 19 24 27 29 33 37 39 43
6 9 13 18 20 23 27 29 33 37 41 43
6 9 14 17 19 23 27 29 33 37 42 43
6 9 13 18 20 23 27 29 33 38 41 44
3 9 13 17 19 23 27 29 33 35 39 43
6 10 13 17 19 23 27 29 33 37 41 43
6 10 13 17 19 23 27 29 33 35 40 44
