6 8 12 17 24 31 36 37 46 48 55 59 66
4 11 12 19 22 27 32 41 43 51 52 57 66
6 8 15 17 25 31 36 37 43 51 56 59 66
6 8 12 17 24 31 33 37 46 48 55 61 66
6 8 14 19 22 31 32 41 46 51 52 57 65
6 11 12 19 22 27 32 41 42 50 52 57 62
6 8 12 17 22 31 35 37 44 50 55 59 66
6 11 12 17 22 31 34 37 43 47 53 60 66
6 8 16 18 25 31 36 38 44 47 56 61 66
6 11 12 18 22 27 32 39 42 48 52 57 62
2 9 12 18 25 27 33 37 42 49 52 57 62
6 8 12 17 25 31 36 37 46 50 55 61 66
5 9 12 19 22 28 32 41 43 51 52 57 65
2 11 14 20 24 27 32 41 42 48 52 57 62
3 11 12 19 25 27 33 38 42 51 52 57 62
6 8 15 18 25 31 36 37 46 50 55 58 66
6 8 12 17 25 31 36 37 46 50 55 58 66
6 8 13 17 25 31 36 37 45 51 56 59 66
6 9 13 18 22 27 32 41 42 51 52 57 65
6 11 12 19 23 27 32 41 42 51 52 57 66
6 8 14 17 25 31 36 37 44 50 53 61 66
6 8 15 20 25 31 33 41 46 51 52 57 65
2 9 13 19 25 27 33 37 43 51 52 57 62
4 8 14 17 25 31 36 37 44 50 55 59 66
6 7 15 19 25 31 36 37 46 50 56 58 66
6 8 12 17 25 31 34 40 46 47 56 59 66
6 8 14 18 25 31 36 39 44 50 55 58 66
2 9 12 17 25 27 32 39 42 48 52 57 65
6 11 12 18 22 27 32 41 43 51 52 57 62
6 8 12 17 25 31 36 38 46 50 55 59 66
6 9 12 18 22 27 32 41 42 50 52 57 63
6 11 16 20 25 28 32 37 42 51 52 57 65
6 8 12 17 25 31 36 37 46 50 54 61 66
6 11 13 20 25 27 32 41 43 51 52 57 66
6 8 14 18 24 31 34 37 44 47 55 61 66
5 9 12 18 22 27 32 38 42 50 52 58 66
6 9 12 17 25 31 36 37 46 48 55 61 66
6 8 12 17 25 31 36 38 46 50 54 61 66
2 9 12 19 25 27 32 37 42 48 52 57 64
6 8 13 19 25 31 35 37 46 50 54 60 66
6 8 12 17 25 31 36 37 46 51 55 60 66
6 8 12 17 25 31 36 37 46 51 56 60 66
6 9 14 20 25 27 33 37 43 51 52 57 62
4 9 12 18 25 27 32 41 43 51 52 57 66
6 8 12 17 25 31 36 37 46 50 56 60 66
2 11 12 19 22 29 32 41 42 51 52 57 62
2 9 12 17 23 27 32 41 42 51 52 57 66
6 9 14 20 25 27 32 41 43 51 52 57 66
6 9 15 20 25 27 32 39 43 51 52 57 66
6 11 16 20 24 28 32 41 43 51 52 57 62
4 9 12 17 25 27 32 41 45 51 52 57 65
6 8 14 17 25 31 33 37 43 48 55 61 66
6 11 12 18 22 28 32 41 42 47 53 57 62
6 8 13 17 25 31 36 37 46 51 53 61 66
6 7 12 17 25 31 36 37 45 51 55 61 66
2 11 12 17 25 27 32 37 42 51 52 57 66
3 7 12 17 25 30 34 37 43 47 56 58 66
6 8 14 17 25 29 33 37 43 47 55 59 66
2 8 13 17 23 31 33 37 43 47 55 61 66
4 11 12 18 25 27 32 41 43 51 52 57 66
6 9 14 17 25 31 36 37 44 48 54 61 66
2 8 13 17 25 31 33 37 43 47 55 58 66
4 8 12 17 25 31 35 37 43 47 55 61 66
6 8 12 17 25 31 36 37 46 50 53 61 66
2 11 13 19 22 27 32 41 42 47 52 57 66
2 7 12 17 25 27 33 37 42 47 52 57 65
2 7 12 18 25 27 32 41 43 51 52 57 65
6 11 13 17 25 31 36 37 46 48 53 61 66
6 8 12 17 25 31 36 37 43 50 54 60 66
4 9 14 17 25 31 36 37 46 50 55 60 66
2 9 15 19 24 27 32 41 42 47 52 58 64
6 8 12 17 22 31 36 41 46 49 56 58 66
2 9 14 19 25 27 32 41 42 50 53 58 63
6 9 15 20 24 27 32 41 42 47 53 57 62
6 8 14 17 25 31 35 39 44 50 55 59 66
2 9 12 17 24 27 32 39 42 50 52 57 62
6 11 12 17 25 31 34 37 43 48 53 61 66
6 9 13 18 25 28 32 41 42 50 54 57 65
2 8 12 17 25 31 36 37 46 48 53 61 66
6 8 12 17 24 31 33 37 46 47 55 61 66
3 8 16 21 25 28 33 37 43 51 52 57 62
6 7 12 17 23 28 33 37 43 48 55 59 66
6 9 12 19 22 27 32 40 42 51 52 57 64
2 9 14 21 24 28 32 41 42 51 52 57 66
6 8 12 19 25 31 36 37 45 48 55 61 66
4 9 12 19 25 27 32 41 43 47 52 57 66
4 11 12 17 25 31 34 37 44 47 52 60 65
2 9 12 18 22 27 32 41 42 51 52 57 62
2 10 14 17 25 30 33 37 46 47 55 61 66
6 8 12 17 25 31 36 37 44 47 55 61 66
6 8 12 17 25 31 36 37 46 50 55 59 66
2 9 12 18 22 27 32 39 42 51 52 57 65
2 8 16 20 25 31 34 41 46 47 55 60 66
2 7 12 17 22 28 32 41 43 50 52 57 65
6 8 14 17 23 31 36 37 46 50 56 61 66
6 8 12 17 25 31 36 37 45 51 55 60 66
6 7 13 17 25 31 36 37 46 50 53 59 66
2 8 12 17 22 31 36 37 46 51 55 59 66
6 8 14 17 22 31 36 38 43 47 54 60 66
2 9 14 20 25 29 32 41 42 48 53 58 64
