3 7 13 16
2 7 13 16
2 11 12 15
2 11 12 15
3 10 13 16
3 7 13 16
3 10 13 16
2 10 13 16
2 11 12 15
3 11 12 15
3 11 12 15
3 7 13 16
2 11 12 15
2 11 12 15
3 11 12 15
6 11 13 16
2 11 12 15
2 11 12 15
2 11 12 15
3 9 13 16
5 9 13 16
6 11 13 16
3 7 13 16
2 7 12 15
2 7 13 16
2 10 12 15
3 9 13 16
4 7 13 16
3 9 13 16
2 11 12 15
2 11 12 15
3 8 13 16
6 10 14 17
3 10 13 16
3 11 14 17
3 7 14 16
2 7 13 16
4 11 13 16
2 10 12 15
4 8 13 16
2 11 12 15
3 7 13 16
2 11 12 15
2 11 12 15
3 9 13 16
5 10 13 16
2 11 12 15
2 7 13 16
3 7 13 16
2 10 12 15
3 7 13 16
3 8 13 16
2 11 12 15
4 7 14 16
3 11 13 16
2 11 12 15
2 11 12 15
6 11 13 16
4 9 13 16
2 7 13 16
2 11 12 15
3 11 12 15
6 11 14 16
2 11 12 15
2 11 12 15
4 11 13 16
3 8 13 16
2 11 12 15
2 11 12 15
2 11 12 15
2 11 12 15
3 7 13 16
3 8 13 16
2 11 12 15
2 11 12 15
3 7 13 16
2 11 12 15
2 11 12 15
2 11 12 15
3 10 13 16
3 7 13 16
2 11 12 15
6 8 14 16
2 10 12 15
2 11 12 15
2 10 12 15
3 11 12 15
3 7 13 16
4 7 13 16
